saMskfta-SabdarUpARi- viBaktiM vacanaM cASritya viBAgaH																										
	Pala	vAri	maDu	dAtf	suvAc	asfj	jagat	tudat	nAman	tAdfS	haviz	manas	amBoruh													
praTamAviBaktiH	PalAni	vArIRi	maDUni	dAtFRi	suvAYci	asfjaH	jaganti	tudanti	nAmAni	tAdfMSi	havIMzi	manAMsi	amBoruMhi													
dvitIyAviBaktiH	PalAni	vArIRi	maDUni	dAtFRi	suvAYci	asfjaH	jaganti	tudanti	nAmAni	tAdfMSi	havIMzi	manAMsi	amBoruMhi													
tftIyAviBaktiH	PalEH	vAriBiH	maDuBiH	dAtfBiH	suvAgBiH	asfgBiH	jagadBiH	tudadBiH	nAmaBiH	tAdfgBiH	havirBiH	manoBiH	amBoruqBiH													
caturTIviBaktiH	PaleByaH	vAriByaH	maDuByaH	dAtfByaH	suvAgByaH	asfgByaH	jagadByaH	tudadByaH	nAmaByaH	tAdfgByaH	havirByaH	manoByaH	amBoruqByaH													
paYcamIviBaktiH	PaleByaH	vAriByaH	maDuByaH	dAtfByaH	suvAgByaH	asfgByaH	jagadByaH	tudadByaH	nAmaByaH	tAdfgByaH	havirByaH	manoByaH	amBoraqByaH													
zazWIviBaktiH	PalAnAm	vArIRAm	maDUnAm	dAtFRAm	suvacAm	asfjAm	jagatAm	tudatAm	nAmnAm	tAdfSAm	havInAm	manasAm	amBoruhAm													
saptamIviBaktiH	Palezu	vArIzu	maDuzu	dAtfzu	suvAkzu	asfkzu	jagatsu	tudatsu	nAmasu	tAdfgzu	havizzu	manassu	amboruwsu													
samboDanapraTamAviBaktiH	he Pala	vArIRi	maDUni	dAtFRi	suvAYci	asfjaH	jaganti	tudanti	nAmAni	tAdfMSi	havIMzi	manAMsi	amBoruMhi													
																										
sarvanAmaSabdAH - napuMsakaliNgam - ekavacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad																
praTamAviBaktiH	sarvam	pUrvam	anyat	viSvam	tat	etat	idam	adaH	kim	yat																
dvitIyAviBaktiH	sarvam	pUrvam	anyat	viSvam	tat	etat	idam-enat-enad	adaH	kim	yat																
tftIyAviBaktiH	sarveRa	pUrveRa	anyena	viSvena	tena	etena	anena-enena	amunA	kena	yena																
caturTIviBaktiH	sarvasmE	pUrvasmE	anyasmE	viSvasmE	tasmE	etasmE	asmE	amuzmE	kasmE	yasmE																
paYcamIviBaktiH	sarvasmAt	pUrvasmAt	anyasmAt	viSvasmAt	tasmAt	etasmAt	asmAt	amuzmAt	kasmAt	yasmAt																
zazWIviBaktiH	sarvasya	pUrvasya	anyasya	viSvasya	tasya	etasya	asya	amuzya	kasya	yasya																
saptamIviBaktiH	sarvasmin	pUrvasmin	anyasmin	viSvasmin	tasmin	etasmin	asmin	amuzmin	kasmin	yasmin																
																										
sarvanAmaSabdAH - napuMsakaliNgam - dvivacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad																
praTamAviBaktiH	sarve	pUrve	anye	viSve	te	ete	ime	amU	ke	ye																
dvitIyAviBaktiH	sarve	pUrve	anye	viSve	te	ete	ime-ene	amU	ke	ye																
tftIyAviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm																
caturTIviBaktiH	sarvAByAm	pUrAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm																
paYcamIviBaktiH	sarvAByAm	pUrAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm																
zazWIviBaktiH	sarvayoH	pUrvayoH	anyayoH	viSvayoH	tayoH	etayoH	anayoH-enayoH	amuyoH	kayoH	yayoH																
saptamIviBaktiH	sarvayoH	pUrvayoH	anyayoH	viSvayoH	tayoH	etayoH	anayoH-enayoH	amuyoH	kayoH	yayoH																
																										
sarvanAmaSabdAH - napuMsakaliNgam - bahuvacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad																
praTamAviBaktiH	sarvARi	pUrvARi	anyAni	viSvAni	tAni	etAni	imAni	amUni	kAni	yAni																
dvitIyAviBaktiH	sarvARi	pUrvARi	anyAni	viSvAni	tAni	etAni	imAni-enAni	amUni	kAni	yAni																
tftIyAviBaktiH	sarvEH	pUrvEH	anyEH	viSvEH	tEH	etEH	eBiH	amIBiH	kEH	yEH																
caturTIviBaktiH	sarveByaH	pUrveByaH	anyeByaH	viSveByaH	teByaH	eteByaH	eByaH	amIByaH	keByaH	yeByaH																
paYcamIviBaktiH	sarveByaH	pUrveByaH	anyeByaH	viSveByaH	teByaH	eteByaH	eByaH	amIByaH	keByaH	yeByaH																
zazWIviBaktiH	sarvezAm	pUrvezAm	anyezAm	viSvezAm	tezAm	etezAm	ezAm	amIzAm	kezAm	yezAm																
saptamIviBaktiH	sarvezu	pUrvezu	anyezu	viSvezu	tezu	etezu	ezu	amIzu	kezu	yezu																
