saMskfta-SabdarUpARi- viBaktiM vacanaM cASritya viBAgaH																										
praTamAviBaktiH	rAmO	harI	gurU	pitarO	rAyO	gAvO	glAvO	payomucO	vaRijO	marutO	suhfdO	buDO	AtmAnO	tAdfSO	candramasO	anaqvAhO	kartArO	BavantO	kariRO	BagavantO	DImantO	vidvAMsO	SreyAMsO	viSvapO	grAmaRyO	svaBuvO
dvitIyAviBaktiH	rAmO	harI	gurU	pitarO	rAyO	gAvO	glAvO	payomucO	vaRijO	marutO	suhfdO	buDO	AtmAnO	tAdfSO	candramasO	anaqvAhO	kartArO	BavantO	kariRO	BagavantO	DImantO	vidvAMsO	SreyAMsO	viSvapO	grAmaRyO	svaBuvO
tftIyAviBaktiH	rAmAByAm	hariByAm	guruByAm	pitfByAm	rAByAm	goByAm	glOByAm	payomugByAm	vaRigByAm	marudByAm	suhfdByAm	BudByAm	AtmaByAm	tAdfgByAm	candramoByAm	anaqudByAm	kartfByAm	BavadByAm	kariByAm	BagavadByAm	DImadByAm	vidvadByAm	SreyoByAm	viSvapAByAm	grAmaRIByAm	svaBUByAm
caturTIviBaktiH	rAmAByAm	hariByAm	guruByAm	pitarAByAm	rAByAm	goByAm	glOByAm	payomugByAm	vaRigByAm	marudByAm	suhfdByAm	BudByAm	AtmaByAm	tAdfgByAm	candramoByAm	anaqudByAm	kartfByAm	BavadByAm	kariByAm	BagavadByAm	DImadByAm	vidvadByAm	SreyoByAm	viSvapAByAm	grAmaRIByAm	svaBUByAm
paYcamIviBaktiH	rAmAByAm	hariByAm	guruByAm	pitfByAm	rAByAm	goByAm	glOByAm	payomugByAm	vaRigByAm	marudByAm	suhfdByAm	BudByAm	AtmaByAm	tAdfgByAm	candramoByAm	anaqudByAm	kartfByAm	BavadByAm	kariByAm	BagavadByAm	DImadByAm	vidvadByAm	SreyoByAm	viSvapAByAm	grAmaRIByAm	svaBUByAm
zazWIviBaktiH	rAmayoH	haryyOH	gurvoH	pitroH	rAyoH	gavoH	glAvoH	payomucoH	vaRijoH	marutoH	suhfdoH	buDoH	AtmanoH	tAdfSoH	candramasoH	anaquhoH	kartroH	BavatoH	kariRoH	BagavatoH	DImatoH	viduzoH	SreyasoH	viSvapoH	grAmaRyoH	svaBuvoH
saptamIviBaktiH	rAmayoH	haryyOH	gurvoH	pitroH	rAyoH	gavoH	glAvoH	payomucoH	vaRijoH	marutoH	suhfdoH	buDoH	AtmanoH	tAdfSoH	candramasoH	anaquhoH	kartroH	BavatoH	kariRoH	BagavatoH	DImatoH	viduzoH	SreyasoH	viSvapoH	grAmaRyoH	svaBuvoH
samboDanapraTamAviBaktiH	he rAmO	he harI	he gurU	pitarO	rAyO	gAvO	glAvO	payOmucO	vaRijO	marutO	suhfdO	buDO	he AtmAnO	tAdfSO	he candramasO	anaqvAhO	he kartArO	BavantO	he kariRO	he BagavantO	DImantO	vidvAMsO	SreyAMsO	viSvapO	grAmaRyO	svaBuvO
																										
puMliNgam - bahuvacanam	a	i 	u	f	E	o	O	c	j	t	d	D	n	S	s	h	tfc	at	in	vat	mat	vas	Iyas	A	I	U
	rAma	hari	guru	pitf	rE	go	glO	payomuc	vaRij	marut	suhft	buD	Atman 	tAdfS	candramas	anaquh	kartf	Bavat	karin	Bagavat	DImat	vidvas	Iyas	viSvapA	grAmaRI	svaBU
praTamAviBaktiH	rAmAH	harayaH	guravaH	pitaraH	rAyaH	gAvaH	glAvaH	payomucaH	vaRijaH	marutaH	suhfdaH	buDaH	AtmAnaH	tAdfSaH	candramasaH	anaqvAhaH	kartAraH	BavantaH	kariRaH	BagavantaH	DImantaH	vidvAMsaH	SreyAMsaH	viSvapAH	grAmaRyaH	svaBuvaH
dvitIyAviBaktiH	rAmAn	harIn	gurUn	pitFn	rAyaH	gAH	glAvaH	payomucaH	vaRijaH	marutaH	suhfdaH	buDaH	AtmanaH	tAdfSaH	candramasaH	anaquhaH	kartFn	BavataH	kariRaH	BagavataH	DImataH	viduzaH	SreyasaH	viSvapaH	grAmaRyaH	svaBuvaH
tftIyAviBaktiH	rAmEH	hariBiH	guruBiH	pitfBiH	rABiH	goBiH	glOBiH	payomugBiH	vaRigBiH	marudBiH	suhfdBiH	BudBiH	AtmaBiH	tAdfgBiH	candramoBiH	anaqudBiH	kartfBiH	BavadBiH	kariBiH	BagavadBiH	DImadBiH	vidvadBiH	SreyoBiH	viSvapABiH	grAmaRIBiH	svaBUBiH
caturTIviBaktiH	rAmeByaH	hariByaH	guruByaH	pitfByaH	rAByaH	goByaH	glOByaH	payomugByaH	vaRigByaH	marudByaH	suhfdByaH	BudByaH	AtmaByaH	tAdfgByaH	candramoByaH	anaqudByaH	kartfByaH	BavadByaH	kariByaH	BagavadByaH	DImadByaH	vidvadByaH	SreyoByaH	viSvapAByaH	grAmaRIByaH	svaBUByaH
paYcamIviBaktiH	rAmeByaH	hariByaH	guruByaH	pitfByaH	rAByaH	goByaH	glOByaH	payomugByaH	vaRigByaH	marudByaH	suhfdByaH	BudByaH	AtmaByaH	tAdfgByaH	candramoByaH	anaqudByaH	kartfByaH	BavadByaH	kariByaH	BagavadByaH	DImadByaH	vidvadByaH	SreyoByaH	viSvapAByaH	grAmaRIByaH	svaBUByaH
zazWIviBaktiH	rAmARAm	harIRAm	gurURAm	pitFRAm	rAyAm	gavAm	glAvAm	payomucAm	vaRijAm	marutAm	suhfdAm	buDAm	AtmanAm	tAdfSAm	candramasAm	anaquhAm	katFRAm	BavatAm	karIRAm	BagavatAm	DImatAm	viduzAm	SreyasAm	viSvapAm	grAmaRyAm	svaBuvAm
saptamIviBaktiH	rAmezu	harizu	guruzu	pitfzu	rAsu	gozu	glOzu	payomukzu	vaRikzu	marutsu	suhftsu	Butsu	Atmasu	tAdfSu	candramassu	anaqutsu	kartfzu	Bavatsu	karizu	Bagavatsu	DImatsu	vidvatsu	Sreyassu	viSvapAsu	grAmaRIzu	svaBUzu
samboDanapraTamAviBaktiH	rAmAH	harayaH	guravaH	pitaraH	rAyaH	gAvaH	glAvaH	payomucaH	vaRijaH	marutaH	suhfdaH	buDaH	AtmAnaH	tAdfSaH	candramasaH	anaqvAhaH	kartAraH	BavantaH	kariRaH	BagavantaH	DImantaH	vidvAMsaH	SreyAMsaH	viSvapAH	grAmaRyaH	svaBuvaH
																										
sarvanAmaSabdAH - puMliNgam - ekavacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad	asmad	yuzmad														
praTamAviBaktiH	sarvaH	pUrvaH	anyaH	viSvaH	saH	ezaH	ayam	asO	kaH	yaH	aham	tvam														
dvitIyAviBaktiH	sarvam	pUrvam	anyam	viSvam	tam	etam	imaM-enaM 	amum	kam	yam	mAm	tvAm														
tftIyAviBaktiH	sarveRa	pUrveRa	anyena	viSvena	tena	etena	anena-enena 	amunA	kena	yena	mayA	tvayA														
caturTIviBaktiH	sarvasmE	pUrvasmE	anyasmE	viSvasmE	tasmE	etasmE	asmE	amuzmE	kasmE	yasmE	mahyam	tuByam														
paYcamIviBaktiH	sarvasmAt	pUrvasmAt	anyasmAt	viSvasmAt	tasmAt	etasmAt	asmAt	amuzmAt	kasmAt	yasmAt	mat	tvat														
zazWIviBaktiH	sarvasya	pUrvasya	anyasya	viSvasya	tasya	etasya	asya	amuzya	kasya	yasya	mama	tava														
saptamIviBaktiH	sarvasmin	pUrvasmin	anyasmin	viSvasmin	tasmin	etasmin	asmin	amuzmin	kasmin	yasmin	mayi	tvayi														
																										
sarvanAmaSabdAH - puMliNgam - dvivacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad	asmad	yuzmad														
praTamAviBaktiH	sarvO	pUrvO	anyO	viSvO	tO	etO	imO	amU	kO	yO	AvAm	yuvAm														
dvitIyAviBaktiH	sarvO	pUrvO	anyO	viSvO	tO	etO	imO	amU	kO	yO	AvAm	yuvAm														
tftIyAviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm	AvAByAm	yuvAByAm														
caturTIviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm	AvAByAm	yuvAByAm														
paYcamIviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm	AvAByAm	yuvAByAm														
zazWIviBaktiH	sarvayoH	pUrvayoH	anyayoH	viSvayoH	tayoH	etayoH	anayoH-enayoH	amuyoH	kayoH	yayoH	AvayoH	yuvayoH														
saptamIviBaktiH	sarvayoH	pUrvayoH	anyayoH	viSvayoH	tayoH	etayoH	anayoH-enayoH	amuyoH	kayoH	yayoH	AvayoH	yuvayoH														
																										
sarvanAmaSabdAH - puMliNgam - bahuvacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad	asmad	yuzmad														
praTamAviBaktiH	sarve	pUrve	anye	viSve	te	ete	ime	amI	ke	ye	vayam	yUyam														
dvitIyAviBaktiH	sarvAn	pUrvAn	anyAn	viSvAn	tAn	etAn	imAn-enAn	amUn	kAn	yAn	asmAn	yuzmAn														
tftIyAviBaktiH	sarvEH	pUrvEH	anyEH	viSvEH	tEH	etEH	eBiH	amIBiH	kEH	yEH	asmABiH	yuzmABiH														
caturTIviBaktiH	sarveByaH	pUrveByaH	anyeByaH	viSveByaH	teByaH	eteByaH	eByaH	amIByaH	keByaH	yeByaH	asmaByam	yuzmaByam														
paYcamIviBaktiH	sarveByaH	pUrveByaH	anyeByaH	viSveByaH	teByaH	eteByaH	eByaH	amIByaH	keByaH	yeByaH	asmat	yuzmat														
zazWIviBaktiH	sarvezAm	pUrvezAm	anyezAm	viSvezAm	tezAm	etezAm	ezAm	amIzAm	kezAm	yezAm	asmAkam	yuzmAkam														
saptamIviBaktiH	sarvezu	pUrvezu	anyezu	viSvezu	tezu	etezu	ezu	amIzu	kezu	yezu	asmAsu	yuzmAsu														
																										
strIliNgam - ekavacanam	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h			
	ramA	mati	nadI	Denu	vaDU	svasf	rE	go	nO	vAc	sraj	sarit	Apad	samiD	sIman	ap	kakuB	gir	div	diS	prAvfw	BAs	upAnah			
praTamAviBaktiH	ramA	matiH	nadI	DenuH	vaDUH	svasA	rAH	gOH	nOH	vAk-g	srak	sarit	Apad	samit	sImA	,,	kakup	gIH	dyOH	dik	prAvfz	BAH	upAnat			
dvitIyAviBaktiH	ramAm	matim	nadIm	Denum	vaDUm	svasAram	rAyam	gAm	nAvam	vAcam	srajam	saritam	Apadam	samiDam	sImAnam		kakuBam	giram	divam	diSam	prAvfzam	BAsam	upAnaham			
tftIyAviBaktiH	ramayA	matyA	nadyA	DenvA	vaDvA	svasrA	rAyA	gavA	nAvA	vAcA	srajA	saritA	ApadA	samiDA	sImnA		kakuBA	girA	divA	diSA	prAvfzA	BAsA	upAnahA			
caturTIviBaktiH	ramAyE	matyE, mataye	nadyE	DenvE, Denave	vaDvE	svasre	rAyE	gave	nAve	vAce	sraje	sarite	Apade	samiDe	sImne		kakuBe	gire	dive	diSe	prAvfze	BAse	upAnahe			
paYcamIviBaktiH	ramAyAH	matyAH, mateH	nadyAH	DenvAH, DenoH	vaDvAH	svasuH	rAyaH	goH	nAvaH	vAcaH	srajaH	saritaH	ApadaH	samiDaH	sImnaH		kakuBaH	giraH	divaH	diSaH	prAvfzaH	BAsaH	upAnahaH			
zazWIviBaktiH	ramAyAH	matyAH, mateH	nadyAH	DenvAH, DenoH	vaDvAH	svasuH	rAyaH	goH	nAvaH	vAcaH	srajaH	saritaH	ApadaH	samiDaH	sImnaH		kakuBaH	giraH	divaH	diSaH	prAvfzaH	BAsaH	upAnahaH			
saptamIviBaktiH	ramAyAm	matyAm, matO	nadyAm	DenvAm, DenO	vaDvAm	svasari	rAyi	gavi	nAvi	vAci	sraji	sariti	Apadi	samiDi	sImni		kakuBi	giri	divi	diSi	prAvfzi	BAsi	upAnahi			
samboDanapraTamAviBaktiH	rame	mate	nadi	Deno	vaDu	svasaH	rAH	gOH	nOH	vAk-g	srak	sarit	Apad	samit	sIman		kakup	gIH	dyOH	dik	prAvfz	BAH	upAnat			
																										
strIliNgam - dvivacanam	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h			
	ramA	mati	nadI	Denu	vaDU	svasf	rE	go	nO	vAc	sraj	sarit	Apad	samiD	sIman	ap	kakuB	gir	div	diS	prAvfw	BAs	upAnah			
praTamAviBaktiH	rame	matI	nadyO	DenU	vaDvO	svasArO	rAyO	gAvO	glAvO	vAcO	srajO	saritO	ApadO	samiDO	sImnO		kakuBaH	giraH	divO	diSO	prAvfzO	BAsO	upAnahaH			
dvitIyAviBaktiH	rame	matI	nadyO	DenU	vaDvO	svasArO	rAyO	gAvO	glAvO	vAcO	srajO	saritO	ApadO	samiDO	sImnO		kakuBaH	giraH	divO	diSO	prAvfzO	BAsO	upAnahaH			
tftIyAviBaktiH	ramAByAm	matiByAm	nadIByAm	DenuByAm	vaDUByAm	svasfByAm	rAByAm	goByAm	glOByAm	vAgByAm	sragByAm	saridByAm	ApadByAm	samidByAm	sImaByAm		kakubBiH	gIrBiH	dyuByAm	digByAm	prAvfqByAm	BAByAm	upAnadBiH			
caturTIviBaktiH	ramAByAm	matiByAm	nadIByAm	DenuByAm	vaDUByAm	svasfByAm	rAByAm	goByAm	glOByAm	vAgByAm	sragByAm	saridByAm	ApadByAm	samidByAm	sImaByAm		kakubByaH	gIrByaH	dyuByAm	digByAm	prAvfqByAm	BAByAm	upAnadByaH			
paYcamIviBaktiH	ramAByAm	matiByAm	nadIByAm	DenuByAm	vaDUByAm	svasfByAm	rAByAm	goByAm	glOByAm	vAgByAm	sragByAm	saridByAm	ApadByAm	samidByAm	sImaByAm		kakubByaH	gIrByaH	dyuByAm	digByAm	prAvfqByAm	BAByAm	upAnadByaH			
zazWIviBaktiH	ramayoH	matyoH	nadyoH	DenvoH	vaDvoH	svastroH	rAyoH	gavoH	glAvoH	vAcoH	srajoH	saritoH	ApadoH	samiDoH	sImnoH		kakuBAm	girAm	divoH	diSoH	prAvfzoH	BAsoH	upAnahAm			
saptamIviBaktiH	ramayoH	matyoH	nadyoH	DenvoH	vaDvoH	svastroH	rAyoH	gavoH	glAvoH	vAcoH	srajoH	saritoH	ApadoH	samiDoH	sImnoH		kakupsu	gIrzu	divoH	diSoH	prAvfzoH	BAsoH	upAnatsu			
samboDanapraTamAviBaktiH	he rame	he matI	he nadyO	he DenU	vaDvO	he svasArO	rAyO	gAvO	glAvO	vAcO	srajO	saritO	ApadO	samiDO	sImnO		kakuBaH	giraH	divO	diSO	prAvfzO	BAsO	upAnahaH			
																										
strIliNgam - bahuvacanam	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h			
	ramA	mati	nadI	Denu	vaDU	svasf	rE	go	nO	vAc	sraj	sarit	Apad	samiD	sIman	ap	kakuB	gir	div	diS	prAvfw	BAs	upAnah			
praTamAviBaktiH	ramAH	matayaH	nadyaH	DenavaH	vaDvaH	svasAraH	rAyaH	gAvaH	nAvaH	vAcaH	srajaH	saritaH	ApadaH	samiDaH	sImAnaH	ApaH	kakuBaH	giraH	divaH	diSaH	prAvfzaH	BAsaH	upAnahaH			
dvitIyAviBaktiH	ramAH	matIH	nadIH	DenUH	vaDUH	svasfH	rAyaH	gAH	nAvaH	vAcaH	srajaH	saritaH	ApadaH	samiDaH	sImnaH	apaH	kakuBaH	giraH	divaH	diSaH	prAvfzaH	BAsaH	upAnahaH			
tftIyAviBaktiH	ramABiH	matiBiH	nadIBiH	DenuBiH	vaDUBiH	svasfBiH	rABiH	goBiH	nOBiH	vAgBiH	sragBiH	saridBiH	ApadBiH	samidBiH	sImaBiH	adBiH	kakubBiH	gIrBiH	dyuBiH	digBiH	prAvfqBiH	BABiH	upAnadBiH			
caturTIviBaktiH	ramAByaH	matiByaH	nadIByaH	DenuByaH	vaDUByaH	svasfByaH	rAByaH	goByaH	nOByaH	vAgByaH	sragByaH	saridByaH	ApadByaH	samidByaH	sImaByaH	adByaH	kakubByaH	gIrByaH	dyuByaH	digByaH	prAvfqByaH	BAByaH	upAnadByaH			
paYcamIviBaktiH	ramAByaH	matiByaH	nadIByaH	DenuByaH	vaDUByaH	svasfByaH	rAByaH	goByaH	nOByaH	vAgByaH	sragByaH	saridByaH	ApadByaH	samidByaH	sImaByaH	adByaH	kakubByaH	gIrByaH	dyuByaH	digByaH	prAvfqByaH	BAByaH	upAnadByaH			
zazWIviBaktiH	ramARAm	matInAm	nadInAm	DenUnAm	vaDUnAm	svasFRAm	rAyAm	gavAm	nAvAm	vAcAm	srajAm	saritAm	ApadByAm	samiDAm	sImnAm	apAm	kakuBAm	girAm	divAm	diSAm	prAvfzAm	BAsAm	upAnahAm			
saptamIviBaktiH	ramAsu	matizu	nadIzu	Denuzu	vaDUzu	svasfzu	rAsu	gozu	nOzu	vAkzu	srakzu	saritsu	Apatsu	samitsu	sImasu	apsu	kakupsu	gIrzu	dyuzu	dikzu	prAvfzu	BAsu	upAnatsu			
samboDanapraTamAviBaktiH	ramAH	matayaH	nadyaH	DenavaH	vaDvaH	svasAraH	rAyaH	gAvaH	nAvaH	vAcaH	srajaH	saritaH	ApadaH	samiDaH	sImAnaH	ApaH	kakuBaH	giraH	divaH	diSaH	prAvfzaH	BAsaH	upAnahaH			
																										
sarvanAmaSabdAH - strIliNgam - ekavacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad																
praTamAviBaktiH	sarvA	pUrvA	anyA	viSvA	sA	ezA	iyam	asO	kA	yA																
dvitIyAviBaktiH	sarvAm	pUrvAm	anyAm	viSvAm	tAm	etAm	imAm-enAm	amUm	kAm	yAm																
tftIyAviBaktiH	sarvayA	pUrvayA	anyayA	viSvayA	tayA	etayA	anayA-enayA	amuyA	kayA	yayA																
caturTIviBaktiH	sarvAyE	pUrvAyE	anyAyE	viSvAyE	tasyE	etasyE	asyE	amuzyE	kasyE	yasyE																
paYcamIviBaktiH	sarvAyAH	pUrvAyAH	anyAyAH	viSvAyAH	tasyAH	etasyAH	asyAH	amuzyAH	kasyAH	yasyAH																
zazWIviBaktiH	sarvAyAH	pUrvAyAH	anyAyAH	viSvAyAH	tasyAH	etasyAH	asyAH	amuzyAH	kasyAH	yasyAH																
saptamIviBaktiH	sarvAyAm	pUrvAyAm	anyAyAm	viSvAyAm	tasyAm	etasyAm	asyAm	amuzyAm	kasyAm	yasyAm																
																										
sarvanAmaSabdAH -  strIliNgam - dvivacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad																
praTamAviBaktiH	sarve	pUrve	anye	viSve	te	ete	ime	amU	ke	ye																
dvitIyAviBaktiH	sarve	pUrve	anye	viSve	te	ete	ime-ene	amU	ke	ye																
tftIyAviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm																
caturTIviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm																
paYcamIviBaktiH	sarvAByAm	pUrvAByAm	anyAByAm	viSvAByAm	tAByAm	etAByAm	AByAm	amUByAm	kAByAm	yAByAm																
zazWIviBaktiH	sarvayoH	pUrvayoH	anyayoH	viSvayoH	tayoH	etayoH	anayoH-enayoH	amuyoH	kayoH	yayoH																
saptamIviBaktiH	sarvayoH	pUrvayoH	anyayoH	viSvayoH	tayoH	etayoH	anayoH-enayoH	amuyoH	kayoH	yayoH																
																										
																										
sarvanAmaSabdAH - strIliNgam - bahuvacanam	sarva	pUrva	anya	viSva	tad	etad	idam	adas	kim	yad																
praTamAviBaktiH	sarvAH	pUrvAH	anyAH	viSvAH	tAH	etAH	imAH	amUH	kAH	yAH																
dvitIyAviBaktiH	sarvAH	pUrvAH	anyAH	viSvAH	tAH	etAH	imAH-enAH	amUH	kAH	yAH																
tftIyAviBaktiH	sarvABiH	pUrvABiH	anyABiH	viSvABiH	tABiH	etABiH	ABiH	amUBiH	kABiH	yABiH																
caturTIviBaktiH	sarvAByaH	pUrvAByaH	anyAByaH	viSvAByaH	tAByaH	etAByaH	AByaH	amUByaH	kAByaH	yAByaH																
paYcamIviBaktiH	sarvAByaH	pUrvAByaH	anyAByaH	viSvAByaH	tAByaH	etAByaH	AByaH	amUByaH	kAByaH	yAByaH																
zazWIviBaktiH	sarvAsAm	pUrvAsAm	anyAsAm	viSvAsAm	tAsAm	etAsAm	AsAm	amUzAm	kAsAm	yAsAm																
saptamIviBaktiH	sarvAsu	pUrvAsu	anyAsu	viSvAsu	tAsu	etAsu	Asu	amUzu	kAsu	yAsu																
																										
napuMsakaliNgam - ekavacanam	a	i 	u	f	c	j	t	d	n	S	z	s	h	tfc	at	in	vat	mat	vas	Iyas						
	Pala	vAri	maDu	dAtf	suvAc	asfj	jagat	tudat	nAman	tAdfS	haviz	manas	amBoruh													
praTamAviBaktiH	Palam	vAri	maDu	dAtf	suvAk	asfk	jagat	tudat	nAma	tAdfk	haviH	manaH	amBoruw													
dvitIyAviBaktiH	Palam	vAri	maDu	dAtf	suvAk	asfk	jagat	tudat	nAma	tAdfk	haviH	manaH	amBoruw													
tftIyAviBaktiH	Palena	vAriRA	maDunA	dAtfRA	suvAcA	asfjA	jagatA	tudatA	nAmnA	tAdfSA	havizA	manasA	amBoruhA													
caturTIviBaktiH	PalAya	vAriRe	maDune	dAtfRe	suvAce	asfje	jagate	tudate	nAmne	tAdfSe	havize	manase	amBoruhe													
paYcamIviBaktiH	PalAt	vAriRaH	maDunaH	dAtfRaH	suvAcaH	asfjaH	jagataH	tudataH	nAmnaH	tAdfSaH	havizaH	manasaH	amBoruhaH													
zazWIviBaktiH	Palasya	vAriRaH	maDunaH	dAtfRaH	suvAcaH	asfjaH	jagataH	tudataH	nAmnaH	tAdfSaH	havizaH	manasaH	amBoruhaH													
saptamIviBaktiH	Pale	vAriRi	maDuni	dAtfRi	suvAci	asfji	jagati	tudati	nAmni	tAdfSi	havizi	manasi	amBoruhi													
samboDanapraTamAviBaktiH	Pala	vAri	maDo, maDu	dAtaH, dAtf	suvAk	asfk	jagat	tudat	nAman, nAma	tAdfk	haviH	manaH	amBoruw													
																										
napuMsakaliNgam - dvivacanam	a	i 	u	f	c	j	t	d	n	S	z	s	h	tfc	at	in	vat	mat	vas	Iyas						
	Pala	vAri	maDu	dAtf	suvAc	asfj	jagat	tudat	nAman	tAdfS	haviz	manas	amBoruh													
praTamAviBaktiH	Pale	vArI	maDunI	dAtfRI	suvAcI	asfjI	jagatI	tudantI-tudatI	nAmnI-nAmanI	tAdfSI	havizI	manasI	amBoruhI													
dvitIyAviBaktiH	Pale	vArI	maDunI	dAtfRI	suvAcI	asfjI	jagatI	tudantI-tudatI	nAmnI-nAmanI	tAdfSI	havizI	manasI	amBoruhI													
tftIyAviBaktiH	PalAByAm	vArByAm	maDuByAm	dAtfByAm	suvAgByAm	asfgByAm	jagadByAm	tudadByAm	nAmaByAm	tAdfgByAm	havirByAm	manoByAm	amBoruqByAm													
caturTIviBaktiH	PalAByAm	vArByAm	maDuByAm	dAtfByAm	suvAgByAm	asfgByAm	jagadByAm	tudadByAm	nAmaByAm	tAdfgByAm	havirByAm	manoByAm	amBoruqByAm													
paYcamIviBaktiH	PalAByAm	vArByAm	maDuByAm	dAtfByAm	suvAgByAm	asfgByAm	jagadByAm	tudadByAm	nAmaByAm	tAdfgByAm	havirByAm	manoByAm	amBoruqByAm													
zazWIviBaktiH	PalayoH	vAroH	maDunoH	dAtfRoH-dAtroH	suvacoH	asfjoH	jagatoH	tudatoH	nAmnoH	tAdfSoH	havizoH	manasoH	amBoruhoH													
saptamIviBaktiH	PalayoH	vAroH	maDunoH	dAtfRoH-dAtroH	suvacoH	asajoH	jagatoH	tudatoH	nAmnoH	tAdfSoH	havizoH	manasoH	amBoruhoH													
samboDanapraTamAviBaktiH	Pale	he vArI	he maDunI	dAtfRI	suvAcI	asfjI	jagatI	tudantI-tudatI	nAmnI-nAmanI	tAdfSO	havizI	manasI	amBoruhI													
																										
napuMsakaliNgam - bahuvacanam	a	i 	u	f	c	j	t	d	n	S	z	s	h	tfc	at	in	vat	mat	vas	Iyas						
