प्रातिपदिक	नामपद	लिङ्गम्	विभक्ति	वचनम्	रूपम्
भवत्	नाम	पुं	षष्ठी	द्वि	भवतोः
भवत्	नाम	पुं	षष्ठी	बहु	भवताम्
भवत्	नाम	पुं	सप्तमी	एक	भवति
भवत्	नाम	पुं	सप्तमी	द्वि	भवतोः
भवत्	नाम	पुं	सप्तमी	बहु	भवत्सु
भवत्	नाम	पुं	सम्बोधन	एक	भवन्
भवत्	नाम	पुं	सम्बोधन	द्वि	भवन्तौ
भवत्	नाम	पुं	सम्बोधन	बहु	भवन्तः
करिन्	नाम	पुं	प्रथमा	एक	करी
करिन्	नाम	पुं	प्रथमा	द्वि	करिणौ
करिन्	नाम	पुं	प्रथमा	बहु	करिणः
करिन्	नाम	पुं	द्वितीया	एक	करिणम्
करिन्	नाम	पुं	द्वितीया	द्वि	करिणौ
करिन्	नाम	पुं	द्वितीया	बहु	करिणः
करिन्	नाम	पुं	तृतीया	एक	करिणा
करिन्	नाम	पुं	तृतीया	द्वि	करिभ्याम्
करिन्	नाम	पुं	तृतीया	बहु	करिभिः
करिन्	नाम	पुं	चतुर्थी	एक	करिणे
करिन्	नाम	पुं	चतुर्थी	द्वि	करिभ्याम्
करिन्	नाम	पुं	चतुर्थी	बहु	करिभ्यः
करिन्	नाम	पुं	पञ्चमी	एक	करिणः
करिन्	नाम	पुं	पञ्चमी	द्वि	करिभ्याम्
करिन्	नाम	पुं	पञ्चमी	बहु	करिभ्यः
करिन्	नाम	पुं	षष्ठी	एक	करिणः
करिन्	नाम	पुं	षष्ठी	द्वि	करिणोः
करिन्	नाम	पुं	षष्ठी	बहु	करीणाम्
करिन्	नाम	पुं	सप्तमी	एक	करिणि
करिन्	नाम	पुं	सप्तमी	द्वि	करिणोः
करिन्	नाम	पुं	सप्तमी	बहु	करिषु
करिन्	नाम	पुं	सम्बोधन	एक	करिन्
करिन्	नाम	पुं	सम्बोधन	द्वि	हे करिणौ
करिन्	नाम	पुं	सम्बोधन	बहु	करिणः
भगवत्	नाम	पुं	प्रथमा	एक	भगवान्
भगवत्	नाम	पुं	प्रथमा	द्वि	भगवन्तौ
भगवत्	नाम	पुं	प्रथमा	बहु	भगवन्तः
भगवत्	नाम	पुं	द्वितीया	एक	भगवन्तम्
भगवत्	नाम	पुं	द्वितीया	द्वि	भगवन्तौ
भगवत्	नाम	पुं	द्वितीया	बहु	भगवतः
भगवत्	नाम	पुं	तृतीया	एक	भगवता
भगवत्	नाम	पुं	तृतीया	द्वि	भगवद्भ्याम्
भगवत्	नाम	पुं	तृतीया	बहु	भगवद्भिः
भगवत्	नाम	पुं	चतुर्थी	एक	भगवते
भगवत्	नाम	पुं	चतुर्थी	द्वि	भगवद्भ्याम्
भगवत्	नाम	पुं	चतुर्थी	बहु	भगवद्भ्यः
भगवत्	नाम	पुं	पञ्चमी	एक	भगवतः
भगवत्	नाम	पुं	पञ्चमी	द्वि	भगवद्भ्याम्
भगवत्	नाम	पुं	पञ्चमी	बहु	भगवद्भ्यः
भगवत्	नाम	पुं	षष्ठी	एक	भगवतः
भगवत्	नाम	पुं	षष्ठी	द्वि	भगवतोः
भगवत्	नाम	पुं	षष्ठी	बहु	भगवताम्
भगवत्	नाम	पुं	सप्तमी	एक	भगवति
भगवत्	नाम	पुं	सप्तमी	द्वि	भगवतोः
भगवत्	नाम	पुं	सप्तमी	बहु	भगवत्सु
भगवत्	नाम	पुं	सम्बोधन	एक	भगवन्
भगवत्	नाम	पुं	सम्बोधन	द्वि	हे भगवन्तौ
भगवत्	नाम	पुं	सम्बोधन	बहु	भगवन्तः
धीमत्	नाम	पुं	प्रथमा	एक	धीमान्
धीमत्	नाम	पुं	प्रथमा	द्वि	धीमन्तौ
धीमत्	नाम	पुं	प्रथमा	बहु	धीमन्तः
धीमत्	नाम	पुं	द्वितीया	एक	धीमन्तम्
धीमत्	नाम	पुं	द्वितीया	द्वि	धीमन्तौ
धीमत्	नाम	पुं	द्वितीया	बहु	धीमतः
धीमत्	नाम	पुं	तृतीया	एक	धीमता
धीमत्	नाम	पुं	तृतीया	द्वि	धीमद्भ्याम्
धीमत्	नाम	पुं	तृतीया	बहु	धीमद्भिः
धीमत्	नाम	पुं	चतुर्थी	एक	धीमते
धीमत्	नाम	पुं	चतुर्थी	द्वि	धीमद्भ्याम्
धीमत्	नाम	पुं	चतुर्थी	बहु	धीमद्भ्यः
धीमत्	नाम	पुं	पञ्चमी	एक	धीमतः
धीमत्	नाम	पुं	पञ्चमी	द्वि	धीमद्भ्याम्
धीमत्	नाम	पुं	पञ्चमी	बहु	धीमद्भ्यः
धीमत्	नाम	पुं	षष्ठी	एक	धीमतः
धीमत्	नाम	पुं	षष्ठी	द्वि	धीमतोः
धीमत्	नाम	पुं	षष्ठी	बहु	धीमताम्
धीमत्	नाम	पुं	सप्तमी	एक	धीमति
धीमत्	नाम	पुं	सप्तमी	द्वि	धीमतोः
धीमत्	नाम	पुं	सप्तमी	बहु	धीमत्सु
धीमत्	नाम	पुं	सम्बोधन	एक	धीमन्
धीमत्	नाम	पुं	सम्बोधन	द्वि	धीमन्तौ
धीमत्	नाम	पुं	सम्बोधन	बहु	धीमन्तः
विद्वस्	नाम	पुं	प्रथमा	एक	विद्वान्
विद्वस्	नाम	पुं	प्रथमा	द्वि	विद्वांसौ
विद्वस्	नाम	पुं	प्रथमा	बहु	विद्वांसः
विद्वस्	नाम	पुं	द्वितीया	एक	विद्वांसम्
विद्वस्	नाम	पुं	द्वितीया	द्वि	विद्वांसौ
विद्वस्	नाम	पुं	द्वितीया	बहु	विदुषः
विद्वस्	नाम	पुं	तृतीया	एक	विदुषा
विद्वस्	नाम	पुं	तृतीया	द्वि	विद्वद्भ्याम्
विद्वस्	नाम	पुं	तृतीया	बहु	विद्वद्भिः
विद्वस्	नाम	पुं	चतुर्थी	एक	विदुषे
विद्वस्	नाम	पुं	चतुर्थी	द्वि	विद्वद्भ्याम्
विद्वस्	नाम	पुं	चतुर्थी	बहु	विद्वद्भ्यः
