prAtipadika	nAmapada	liNgam	viBakti	vacanam	rUpam
kim	sarvanAma	strI	saptamI	bahu	kAsu
kim	sarvanAma	strI	samboDana	eka	
kim	sarvanAma	strI	samboDana	dvi	
kim	sarvanAma	strI	samboDana	bahu	
yad	sarvanAma	strI	praTamA	eka	yA
yad	sarvanAma	strI	praTamA	dvi	ye
yad	sarvanAma	strI	praTamA	bahu	yAH
yad	sarvanAma	strI	dvitIyA	eka	yAm
yad	sarvanAma	strI	dvitIyA	dvi	ye
yad	sarvanAma	strI	dvitIyA	bahu	yAH
yad	sarvanAma	strI	tftIyA	eka	yayA
yad	sarvanAma	strI	tftIyA	dvi	yAByAm
yad	sarvanAma	strI	tftIyA	bahu	yABiH
yad	sarvanAma	strI	caturTI	eka	yasyE
yad	sarvanAma	strI	caturTI	dvi	yAByAm
yad	sarvanAma	strI	caturTI	bahu	yAByaH
yad	sarvanAma	strI	paYcamI	eka	yasyAH
yad	sarvanAma	strI	paYcamI	dvi	yAByAm
yad	sarvanAma	strI	paYcamI	bahu	yAByaH
yad	sarvanAma	strI	zazWI	eka	yasyAH
yad	sarvanAma	strI	zazWI	dvi	yayoH
yad	sarvanAma	strI	zazWI	bahu	yAsAm
yad	sarvanAma	strI	saptamI	eka	yasyAm
yad	sarvanAma	strI	saptamI	dvi	yayoH
yad	sarvanAma	strI	saptamI	bahu	yAsu
yad	sarvanAma	strI	samboDana	eka	
yad	sarvanAma	strI	samboDana	dvi	
yad	sarvanAma	strI	samboDana	bahu	
sarva	sarvanAma	napuMsaka	praTamA	eka	sarvam
sarva	sarvanAma	napuMsaka	praTamA	dvi	sarve
sarva	sarvanAma	napuMsaka	praTamA	bahu	sarvARi
sarva	sarvanAma	napuMsaka	dvitIyA	eka	sarvam
sarva	sarvanAma	napuMsaka	dvitIyA	dvi	sarve
sarva	sarvanAma	napuMsaka	dvitIyA	bahu	sarvARi
sarva	sarvanAma	napuMsaka	tftIyA	eka	sarveRa
sarva	sarvanAma	napuMsaka	tftIyA	dvi	sarvAByAm
sarva	sarvanAma	napuMsaka	tftIyA	bahu	sarvEH
sarva	sarvanAma	napuMsaka	caturTI	eka	sarvasmE
sarva	sarvanAma	napuMsaka	caturTI	dvi	sarvAByAm
sarva	sarvanAma	napuMsaka	caturTI	bahu	sarveByaH
sarva	sarvanAma	napuMsaka	paYcamI	eka	sarvasmAt
sarva	sarvanAma	napuMsaka	paYcamI	dvi	sarvAByAm
sarva	sarvanAma	napuMsaka	paYcamI	bahu	sarveByaH
sarva	sarvanAma	napuMsaka	zazWI	eka	sarvasya
sarva	sarvanAma	napuMsaka	zazWI	dvi	sarvayoH
sarva	sarvanAma	napuMsaka	zazWI	bahu	sarvezAm
sarva	sarvanAma	napuMsaka	saptamI	eka	sarvasmin
sarva	sarvanAma	napuMsaka	saptamI	dvi	sarvayoH
sarva	sarvanAma	napuMsaka	saptamI	bahu	sarvezu
sarva	sarvanAma	napuMsaka	samboDana	eka	
sarva	sarvanAma	napuMsaka	samboDana	dvi	
sarva	sarvanAma	napuMsaka	samboDana	bahu	
pUrva	sarvanAma	napuMsaka	praTamA	eka	pUrvam
pUrva	sarvanAma	napuMsaka	praTamA	dvi	pUrve
pUrva	sarvanAma	napuMsaka	praTamA	bahu	pUrvARi
pUrva	sarvanAma	napuMsaka	dvitIyA	eka	pUrvam
pUrva	sarvanAma	napuMsaka	dvitIyA	dvi	pUrve
pUrva	sarvanAma	napuMsaka	dvitIyA	bahu	pUrvARi
pUrva	sarvanAma	napuMsaka	tftIyA	eka	pUrveRa
pUrva	sarvanAma	napuMsaka	tftIyA	dvi	pUrvAByAm
pUrva	sarvanAma	napuMsaka	tftIyA	bahu	pUrvEH
pUrva	sarvanAma	napuMsaka	caturTI	eka	pUrvasmE
pUrva	sarvanAma	napuMsaka	caturTI	dvi	pUrAm
pUrva	sarvanAma	napuMsaka	caturTI	bahu	pUrveByaH
pUrva	sarvanAma	napuMsaka	paYcamI	eka	pUrvasmAt
pUrva	sarvanAma	napuMsaka	paYcamI	dvi	pUrAm
pUrva	sarvanAma	napuMsaka	paYcamI	bahu	pUrveByaH
pUrva	sarvanAma	napuMsaka	zazWI	eka	pUrvasya
pUrva	sarvanAma	napuMsaka	zazWI	dvi	pUrvayoH
pUrva	sarvanAma	napuMsaka	zazWI	bahu	pUrvezAm
pUrva	sarvanAma	napuMsaka	saptamI	eka	pUrvasmin
pUrva	sarvanAma	napuMsaka	saptamI	dvi	pUrvayoH
pUrva	sarvanAma	napuMsaka	saptamI	bahu	pUrvezu
pUrva	sarvanAma	napuMsaka	samboDana	eka	
pUrva	sarvanAma	napuMsaka	samboDana	dvi	
pUrva	sarvanAma	napuMsaka	samboDana	bahu	
anya	sarvanAma	napuMsaka	praTamA	eka	anyat
anya	sarvanAma	napuMsaka	praTamA	dvi	anye
anya	sarvanAma	napuMsaka	praTamA	bahu	anyAni
anya	sarvanAma	napuMsaka	dvitIyA	eka	anyat
anya	sarvanAma	napuMsaka	dvitIyA	dvi	anye
anya	sarvanAma	napuMsaka	dvitIyA	bahu	anyAni
anya	sarvanAma	napuMsaka	tftIyA	eka	anyena
anya	sarvanAma	napuMsaka	tftIyA	dvi	anyAByAm
anya	sarvanAma	napuMsaka	tftIyA	bahu	anyEH
anya	sarvanAma	napuMsaka	caturTI	eka	anyasmE
anya	sarvanAma	napuMsaka	caturTI	dvi	anyAByAm
anya	sarvanAma	napuMsaka	caturTI	bahu	anyeByaH
anya	sarvanAma	napuMsaka	paYcamI	eka	anyasmAt
anya	sarvanAma	napuMsaka	paYcamI	dvi	anyAByAm
anya	sarvanAma	napuMsaka	paYcamI	bahu	anyeByaH
anya	sarvanAma	napuMsaka	zazWI	eka	anyasya
anya	sarvanAma	napuMsaka	zazWI	dvi	anyayoH
anya	sarvanAma	napuMsaka	zazWI	bahu	anyezAm
anya	sarvanAma	napuMsaka	saptamI	eka	anyasmin
anya	sarvanAma	napuMsaka	saptamI	dvi	anyayoH
anya	sarvanAma	napuMsaka	saptamI	bahu	anyezu
anya	sarvanAma	napuMsaka	samboDana	eka	
anya	sarvanAma	napuMsaka	samboDana	dvi	
anya	sarvanAma	napuMsaka	samboDana	bahu	
viSva	sarvanAma	napuMsaka	praTamA	eka	viSvam
viSva	sarvanAma	napuMsaka	praTamA	dvi	viSve
viSva	sarvanAma	napuMsaka	praTamA	bahu	viSvAni
viSva	sarvanAma	napuMsaka	dvitIyA	eka	viSvam
viSva	sarvanAma	napuMsaka	dvitIyA	dvi	viSve
viSva	sarvanAma	napuMsaka	dvitIyA	bahu	viSvAni
viSva	sarvanAma	napuMsaka	tftIyA	eka	viSvena
viSva	sarvanAma	napuMsaka	tftIyA	dvi	viSvAByAm
viSva	sarvanAma	napuMsaka	tftIyA	bahu	viSvEH
viSva	sarvanAma	napuMsaka	caturTI	eka	viSvasmE
viSva	sarvanAma	napuMsaka	caturTI	dvi	viSvAByAm
viSva	sarvanAma	napuMsaka	caturTI	bahu	viSveByaH
viSva	sarvanAma	napuMsaka	paYcamI	eka	viSvasmAt
viSva	sarvanAma	napuMsaka	paYcamI	dvi	viSvAByAm
viSva	sarvanAma	napuMsaka	paYcamI	bahu	viSveByaH
viSva	sarvanAma	napuMsaka	zazWI	eka	viSvasya
viSva	sarvanAma	napuMsaka	zazWI	dvi	viSvayoH
viSva	sarvanAma	napuMsaka	zazWI	bahu	viSvezAm
viSva	sarvanAma	napuMsaka	saptamI	eka	viSvasmin
viSva	sarvanAma	napuMsaka	saptamI	dvi	viSvayoH
viSva	sarvanAma	napuMsaka	saptamI	bahu	viSvezu
viSva	sarvanAma	napuMsaka	samboDana	eka	
viSva	sarvanAma	napuMsaka	samboDana	dvi	
viSva	sarvanAma	napuMsaka	samboDana	bahu	
tad	sarvanAma	napuMsaka	praTamA	eka	tat
tad	sarvanAma	napuMsaka	praTamA	dvi	te
tad	sarvanAma	napuMsaka	praTamA	bahu	tAni
tad	sarvanAma	napuMsaka	dvitIyA	eka	tat
tad	sarvanAma	napuMsaka	dvitIyA	dvi	te
tad	sarvanAma	napuMsaka	dvitIyA	bahu	tAni
tad	sarvanAma	napuMsaka	tftIyA	eka	tena
tad	sarvanAma	napuMsaka	tftIyA	dvi	tAByAm
tad	sarvanAma	napuMsaka	tftIyA	bahu	tEH
tad	sarvanAma	napuMsaka	caturTI	eka	tasmE
tad	sarvanAma	napuMsaka	caturTI	dvi	tAByAm
tad	sarvanAma	napuMsaka	caturTI	bahu	teByaH
tad	sarvanAma	napuMsaka	paYcamI	eka	tasmAt
tad	sarvanAma	napuMsaka	paYcamI	dvi	tAByAm
tad	sarvanAma	napuMsaka	paYcamI	bahu	teByaH
tad	sarvanAma	napuMsaka	zazWI	eka	tasya
tad	sarvanAma	napuMsaka	zazWI	dvi	tayoH
tad	sarvanAma	napuMsaka	zazWI	bahu	tezAm
tad	sarvanAma	napuMsaka	saptamI	eka	tasmin
tad	sarvanAma	napuMsaka	saptamI	dvi	tayoH
tad	sarvanAma	napuMsaka	saptamI	bahu	tezu
tad	sarvanAma	napuMsaka	samboDana	eka	
tad	sarvanAma	napuMsaka	samboDana	dvi	
tad	sarvanAma	napuMsaka	samboDana	bahu	
etad	sarvanAma	napuMsaka	praTamA	eka	etat
etad	sarvanAma	napuMsaka	praTamA	dvi	ete
etad	sarvanAma	napuMsaka	praTamA	bahu	etAni
etad	sarvanAma	napuMsaka	dvitIyA	eka	etat
etad	sarvanAma	napuMsaka	dvitIyA	dvi	ete
etad	sarvanAma	napuMsaka	dvitIyA	bahu	etAni
etad	sarvanAma	napuMsaka	tftIyA	eka	etena
etad	sarvanAma	napuMsaka	tftIyA	dvi	etAByAm
etad	sarvanAma	napuMsaka	tftIyA	bahu	etEH
etad	sarvanAma	napuMsaka	caturTI	eka	etasmE
etad	sarvanAma	napuMsaka	caturTI	dvi	etAByAm
etad	sarvanAma	napuMsaka	caturTI	bahu	eteByaH
etad	sarvanAma	napuMsaka	paYcamI	eka	etasmAt
etad	sarvanAma	napuMsaka	paYcamI	dvi	etAByAm
etad	sarvanAma	napuMsaka	paYcamI	bahu	eteByaH
etad	sarvanAma	napuMsaka	zazWI	eka	etasya
etad	sarvanAma	napuMsaka	zazWI	dvi	etayoH
etad	sarvanAma	napuMsaka	zazWI	bahu	etezAm
etad	sarvanAma	napuMsaka	saptamI	eka	etasmin
etad	sarvanAma	napuMsaka	saptamI	dvi	etayoH
etad	sarvanAma	napuMsaka	saptamI	bahu	etezu
etad	sarvanAma	napuMsaka	samboDana	eka	
etad	sarvanAma	napuMsaka	samboDana	dvi	
etad	sarvanAma	napuMsaka	samboDana	bahu	
idam	sarvanAma	napuMsaka	praTamA	eka	idam
idam	sarvanAma	napuMsaka	praTamA	dvi	ime
idam	sarvanAma	napuMsaka	praTamA	bahu	imAni
idam	sarvanAma	napuMsaka	dvitIyA	eka	idam-enat-enad
idam	sarvanAma	napuMsaka	dvitIyA	dvi	ime-ene
idam	sarvanAma	napuMsaka	dvitIyA	bahu	imAni-enAni
idam	sarvanAma	napuMsaka	tftIyA	eka	anena-enena
idam	sarvanAma	napuMsaka	tftIyA	dvi	AByAm
idam	sarvanAma	napuMsaka	tftIyA	bahu	eBiH
idam	sarvanAma	napuMsaka	caturTI	eka	asmE
idam	sarvanAma	napuMsaka	caturTI	dvi	AByAm
idam	sarvanAma	napuMsaka	caturTI	bahu	eByaH
idam	sarvanAma	napuMsaka	paYcamI	eka	asmAt
idam	sarvanAma	napuMsaka	paYcamI	dvi	AByAm
idam	sarvanAma	napuMsaka	paYcamI	bahu	eByaH
idam	sarvanAma	napuMsaka	zazWI	eka	asya
idam	sarvanAma	napuMsaka	zazWI	dvi	anayoH-enayoH
idam	sarvanAma	napuMsaka	zazWI	bahu	ezAm
idam	sarvanAma	napuMsaka	saptamI	eka	asmin
idam	sarvanAma	napuMsaka	saptamI	dvi	anayoH-enayoH
idam	sarvanAma	napuMsaka	saptamI	bahu	ezu
idam	sarvanAma	napuMsaka	samboDana	eka	
idam	sarvanAma	napuMsaka	samboDana	dvi	
idam	sarvanAma	napuMsaka	samboDana	bahu	
adas	sarvanAma	napuMsaka	praTamA	eka	adaH
adas	sarvanAma	napuMsaka	praTamA	dvi	amU
adas	sarvanAma	napuMsaka	praTamA	bahu	amUni
adas	sarvanAma	napuMsaka	dvitIyA	eka	adaH
adas	sarvanAma	napuMsaka	dvitIyA	dvi	amU
adas	sarvanAma	napuMsaka	dvitIyA	bahu	amUni
adas	sarvanAma	napuMsaka	tftIyA	eka	amunA
adas	sarvanAma	napuMsaka	tftIyA	dvi	amUByAm
adas	sarvanAma	napuMsaka	tftIyA	bahu	amIBiH
adas	sarvanAma	napuMsaka	caturTI	eka	amuzmE
adas	sarvanAma	napuMsaka	caturTI	dvi	amUByAm
adas	sarvanAma	napuMsaka	caturTI	bahu	amIByaH
adas	sarvanAma	napuMsaka	paYcamI	eka	amuzmAt
adas	sarvanAma	napuMsaka	paYcamI	dvi	amUByAm
adas	sarvanAma	napuMsaka	paYcamI	bahu	amIByaH
adas	sarvanAma	napuMsaka	zazWI	eka	amuzya
adas	sarvanAma	napuMsaka	zazWI	dvi	amuyoH
adas	sarvanAma	napuMsaka	zazWI	bahu	amIzAm
adas	sarvanAma	napuMsaka	saptamI	eka	amuzmin
adas	sarvanAma	napuMsaka	saptamI	dvi	amuyoH
adas	sarvanAma	napuMsaka	saptamI	bahu	amIzu
adas	sarvanAma	napuMsaka	samboDana	eka	
adas	sarvanAma	napuMsaka	samboDana	dvi	
adas	sarvanAma	napuMsaka	samboDana	bahu	
kim	sarvanAma	napuMsaka	praTamA	eka	kim
kim	sarvanAma	napuMsaka	praTamA	dvi	ke
kim	sarvanAma	napuMsaka	praTamA	bahu	kAni
kim	sarvanAma	napuMsaka	dvitIyA	eka	kim
kim	sarvanAma	napuMsaka	dvitIyA	dvi	ke
kim	sarvanAma	napuMsaka	dvitIyA	bahu	kAni
kim	sarvanAma	napuMsaka	tftIyA	eka	kena
kim	sarvanAma	napuMsaka	tftIyA	dvi	kAByAm
kim	sarvanAma	napuMsaka	tftIyA	bahu	kEH
kim	sarvanAma	napuMsaka	caturTI	eka	kasmE
kim	sarvanAma	napuMsaka	caturTI	dvi	kAByAm
kim	sarvanAma	napuMsaka	caturTI	bahu	keByaH
kim	sarvanAma	napuMsaka	paYcamI	eka	kasmAt
kim	sarvanAma	napuMsaka	paYcamI	dvi	kAByAm
kim	sarvanAma	napuMsaka	paYcamI	bahu	keByaH
kim	sarvanAma	napuMsaka	zazWI	eka	kasya
kim	sarvanAma	napuMsaka	zazWI	dvi	kayoH
kim	sarvanAma	napuMsaka	zazWI	bahu	kezAm
kim	sarvanAma	napuMsaka	saptamI	eka	kasmin
kim	sarvanAma	napuMsaka	saptamI	dvi	kayoH
kim	sarvanAma	napuMsaka	saptamI	bahu	kezu
kim	sarvanAma	napuMsaka	samboDana	eka	
kim	sarvanAma	napuMsaka	samboDana	dvi	
kim	sarvanAma	napuMsaka	samboDana	bahu	
yad	sarvanAma	napuMsaka	praTamA	eka	yat
yad	sarvanAma	napuMsaka	praTamA	dvi	ye
yad	sarvanAma	napuMsaka	praTamA	bahu	yAni
yad	sarvanAma	napuMsaka	dvitIyA	eka	yat
yad	sarvanAma	napuMsaka	dvitIyA	dvi	ye
yad	sarvanAma	napuMsaka	dvitIyA	bahu	yAni
yad	sarvanAma	napuMsaka	tftIyA	eka	yena
yad	sarvanAma	napuMsaka	tftIyA	dvi	yAByAm
yad	sarvanAma	napuMsaka	tftIyA	bahu	yEH
yad	sarvanAma	napuMsaka	caturTI	eka	yasmE
yad	sarvanAma	napuMsaka	caturTI	dvi	yAByAm
yad	sarvanAma	napuMsaka	caturTI	bahu	yeByaH
yad	sarvanAma	napuMsaka	paYcamI	eka	yasmAt
yad	sarvanAma	napuMsaka	paYcamI	dvi	yAByAm
yad	sarvanAma	napuMsaka	paYcamI	bahu	yeByaH
yad	sarvanAma	napuMsaka	zazWI	eka	yasya
yad	sarvanAma	napuMsaka	zazWI	dvi	yayoH
yad	sarvanAma	napuMsaka	zazWI	bahu	yezAm
yad	sarvanAma	napuMsaka	saptamI	eka	yasmin
yad	sarvanAma	napuMsaka	saptamI	dvi	yayoH
yad	sarvanAma	napuMsaka	saptamI	bahu	yezu
yad	sarvanAma	napuMsaka	samboDana	eka	
yad	sarvanAma	napuMsaka	samboDana	dvi	
yad	sarvanAma	napuMsaka	samboDana	bahu	
