prAtipadika	antya	nAmapada	liNgam	viBakti	vacanam	rUpam
DImat	mat	nAma	puM	tftIyA	bahu	DImadBiH
DImat	mat	nAma	puM	caturTI	eka	DImate
DImat	mat	nAma	puM	caturTI	dvi	DImadByAm
DImat	mat	nAma	puM	caturTI	bahu	DImadByaH
DImat	mat	nAma	puM	paYcamI	eka	DImataH
DImat	mat	nAma	puM	paYcamI	dvi	DImadByAm
DImat	mat	nAma	puM	paYcamI	bahu	DImadByaH
DImat	mat	nAma	puM	zazWI	eka	DImataH
DImat	mat	nAma	puM	zazWI	dvi	DImatoH
DImat	mat	nAma	puM	zazWI	bahu	DImatAm
DImat	mat	nAma	puM	saptamI	eka	DImati
DImat	mat	nAma	puM	saptamI	dvi	DImatoH
DImat	mat	nAma	puM	saptamI	bahu	DImatsu
DImat	mat	nAma	puM	samboDana	eka	DIman
DImat	mat	nAma	puM	samboDana	dvi	DImantO
DImat	mat	nAma	puM	samboDana	bahu	DImantaH
vidvas	vas	nAma	puM	praTamA	eka	vidvAn
vidvas	vas	nAma	puM	praTamA	dvi	vidvAMsO
vidvas	vas	nAma	puM	praTamA	bahu	vidvAMsaH
vidvas	vas	nAma	puM	dvitIyA	eka	vidvAMsam
vidvas	vas	nAma	puM	dvitIyA	dvi	vidvAMsO
vidvas	vas	nAma	puM	dvitIyA	bahu	viduzaH
vidvas	vas	nAma	puM	tftIyA	eka	viduzA
vidvas	vas	nAma	puM	tftIyA	dvi	vidvadByAm
vidvas	vas	nAma	puM	tftIyA	bahu	vidvadBiH
vidvas	vas	nAma	puM	caturTI	eka	viduze
vidvas	vas	nAma	puM	caturTI	dvi	vidvadByAm
vidvas	vas	nAma	puM	caturTI	bahu	vidvadByaH
vidvas	vas	nAma	puM	paYcamI	eka	viduzaH
vidvas	vas	nAma	puM	paYcamI	dvi	vidvadByAm
vidvas	vas	nAma	puM	paYcamI	bahu	vidvadByaH
vidvas	vas	nAma	puM	zazWI	eka	viduzaH
vidvas	vas	nAma	puM	zazWI	dvi	viduzoH
vidvas	vas	nAma	puM	zazWI	bahu	viduzAm
vidvas	vas	nAma	puM	saptamI	eka	viduzi
vidvas	vas	nAma	puM	saptamI	dvi	viduzoH
vidvas	vas	nAma	puM	saptamI	bahu	vidvatsu
vidvas	vas	nAma	puM	samboDana	eka	vidvan
vidvas	vas	nAma	puM	samboDana	dvi	vidvAMsO
vidvas	vas	nAma	puM	samboDana	bahu	vidvAMsaH
Sreyas	Iyas	nAma	puM	praTamA	eka	SreyAn
Sreyas	Iyas	nAma	puM	praTamA	dvi	SreyAMsO
Sreyas	Iyas	nAma	puM	praTamA	bahu	SreyAMsaH
Sreyas	Iyas	nAma	puM	dvitIyA	eka	SreyAMsam
Sreyas	Iyas	nAma	puM	dvitIyA	dvi	SreyAMsO
Sreyas	Iyas	nAma	puM	dvitIyA	bahu	SreyasaH
Sreyas	Iyas	nAma	puM	tftIyA	eka	SreyasA
Sreyas	Iyas	nAma	puM	tftIyA	dvi	SreyoByAm
Sreyas	Iyas	nAma	puM	tftIyA	bahu	SreyoBiH
Sreyas	Iyas	nAma	puM	caturTI	eka	Sreyase
Sreyas	Iyas	nAma	puM	caturTI	dvi	SreyoByAm
Sreyas	Iyas	nAma	puM	caturTI	bahu	SreyoByaH
Sreyas	Iyas	nAma	puM	paYcamI	eka	SreyasaH
Sreyas	Iyas	nAma	puM	paYcamI	dvi	SreyoByAm
Sreyas	Iyas	nAma	puM	paYcamI	bahu	SreyoByaH
Sreyas	Iyas	nAma	puM	zazWI	eka	SreyasaH
Sreyas	Iyas	nAma	puM	zazWI	dvi	SreyasoH
Sreyas	Iyas	nAma	puM	zazWI	bahu	SreyasAm
Sreyas	Iyas	nAma	puM	saptamI	eka	Sreyasi
Sreyas	Iyas	nAma	puM	saptamI	dvi	SreyasoH
Sreyas	Iyas	nAma	puM	saptamI	bahu	Sreyassu
Sreyas	Iyas	nAma	puM	samboDana	eka	Sreyan
Sreyas	Iyas	nAma	puM	samboDana	dvi	SreyAMsO
Sreyas	Iyas	nAma	puM	samboDana	bahu	SreyAMsaH
viSvapA	A	nAma	puM	praTamA	eka	viSvapAH
viSvapA	A	nAma	puM	praTamA	dvi	viSvapO
viSvapA	A	nAma	puM	praTamA	bahu	viSvapAH
viSvapA	A	nAma	puM	dvitIyA	eka	viSvapAm
viSvapA	A	nAma	puM	dvitIyA	dvi	viSvapO
viSvapA	A	nAma	puM	dvitIyA	bahu	viSvapaH
viSvapA	A	nAma	puM	tftIyA	eka	viSvapA
viSvapA	A	nAma	puM	tftIyA	dvi	viSvapAByAm
viSvapA	A	nAma	puM	tftIyA	bahu	viSvapABiH
viSvapA	A	nAma	puM	caturTI	eka	viSvape
viSvapA	A	nAma	puM	caturTI	dvi	viSvapAByAm
viSvapA	A	nAma	puM	caturTI	bahu	viSvapAByaH
viSvapA	A	nAma	puM	paYcamI	eka	viSvapaH
viSvapA	A	nAma	puM	paYcamI	dvi	viSvapAByAm
viSvapA	A	nAma	puM	paYcamI	bahu	viSvapAByaH
viSvapA	A	nAma	puM	zazWI	eka	viSvapaH
viSvapA	A	nAma	puM	zazWI	dvi	viSvapoH
viSvapA	A	nAma	puM	zazWI	bahu	viSvapAm
viSvapA	A	nAma	puM	saptamI	eka	viSvapi
viSvapA	A	nAma	puM	saptamI	dvi	viSvapoH
viSvapA	A	nAma	puM	saptamI	bahu	viSvapAsu
viSvapA	A	nAma	puM	samboDana	eka	viSvapAH
viSvapA	A	nAma	puM	samboDana	dvi	viSvapO
viSvapA	A	nAma	puM	samboDana	bahu	viSvapAH
grAmaRI	I	nAma	puM	praTamA	eka	grAmaRIH
grAmaRI	I	nAma	puM	praTamA	dvi	grAmaRyO
grAmaRI	I	nAma	puM	praTamA	bahu	grAmaRyaH
grAmaRI	I	nAma	puM	dvitIyA	eka	grAmaRyam
grAmaRI	I	nAma	puM	dvitIyA	dvi	grAmaRyO
grAmaRI	I	nAma	puM	dvitIyA	bahu	grAmaRyaH
grAmaRI	I	nAma	puM	tftIyA	eka	grAmaRyA
grAmaRI	I	nAma	puM	tftIyA	dvi	grAmaRIByAm
grAmaRI	I	nAma	puM	tftIyA	bahu	grAmaRIBiH
grAmaRI	I	nAma	puM	caturTI	eka	grAmaRye
grAmaRI	I	nAma	puM	caturTI	dvi	grAmaRIByAm
grAmaRI	I	nAma	puM	caturTI	bahu	grAmaRIByaH
grAmaRI	I	nAma	puM	paYcamI	eka	grAmaRyaH
grAmaRI	I	nAma	puM	paYcamI	dvi	grAmaRIByAm
grAmaRI	I	nAma	puM	paYcamI	bahu	grAmaRIByaH
grAmaRI	I	nAma	puM	zazWI	eka	grAmaRyaH
grAmaRI	I	nAma	puM	zazWI	dvi	grAmaRyoH
grAmaRI	I	nAma	puM	zazWI	bahu	grAmaRyAm
grAmaRI	I	nAma	puM	saptamI	eka	grAmaRyAm
grAmaRI	I	nAma	puM	saptamI	dvi	grAmaRyoH
grAmaRI	I	nAma	puM	saptamI	bahu	grAmaRIzu
grAmaRI	I	nAma	puM	samboDana	eka	grAmaRIH
grAmaRI	I	nAma	puM	samboDana	dvi	grAmaRyO
grAmaRI	I	nAma	puM	samboDana	bahu	grAmaRyaH
svaBU	U	nAma	puM	praTamA	eka	svaBUH
svaBU	U	nAma	puM	praTamA	dvi	svaBuvO
svaBU	U	nAma	puM	praTamA	bahu	svaBuvaH
svaBU	U	nAma	puM	dvitIyA	eka	svaBuvam
svaBU	U	nAma	puM	dvitIyA	dvi	svaBuvO
svaBU	U	nAma	puM	dvitIyA	bahu	svaBuvaH
svaBU	U	nAma	puM	tftIyA	eka	svaBuvA
svaBU	U	nAma	puM	tftIyA	dvi	svaBUByAm
svaBU	U	nAma	puM	tftIyA	bahu	svaBUBiH
svaBU	U	nAma	puM	caturTI	eka	svaBuve
svaBU	U	nAma	puM	caturTI	dvi	svaBUByAm
svaBU	U	nAma	puM	caturTI	bahu	svaBUByaH
svaBU	U	nAma	puM	paYcamI	eka	svaBuvaH
svaBU	U	nAma	puM	paYcamI	dvi	svaBUByAm
svaBU	U	nAma	puM	paYcamI	bahu	svaBUByaH
svaBU	U	nAma	puM	zazWI	eka	svaBuvaH
svaBU	U	nAma	puM	zazWI	dvi	svaBuvoH
svaBU	U	nAma	puM	zazWI	bahu	svaBuvAm
svaBU	U	nAma	puM	saptamI	eka	svaBuvi
svaBU	U	nAma	puM	saptamI	dvi	svaBuvoH
svaBU	U	nAma	puM	saptamI	bahu	svaBUzu
svaBU	U	nAma	puM	samboDana	eka	svaBUH
svaBU	U	nAma	puM	samboDana	dvi	svaBuvO
svaBU	U	nAma	puM	samboDana	bahu	svaBuvaH
ramA	A	nAma	strI	praTamA	eka	ramA
ramA	A	nAma	strI	praTamA	dvi	rame
ramA	A	nAma	strI	praTamA	bahu	ramAH
ramA	A	nAma	strI	dvitIyA	eka	ramAm
ramA	A	nAma	strI	dvitIyA	dvi	rame
ramA	A	nAma	strI	dvitIyA	bahu	ramAH
ramA	A	nAma	strI	tftIyA	eka	ramayA
ramA	A	nAma	strI	tftIyA	dvi	ramAByAm
ramA	A	nAma	strI	tftIyA	bahu	ramABiH
ramA	A	nAma	strI	caturTI	eka	ramAyE
ramA	A	nAma	strI	caturTI	dvi	ramAByAm
ramA	A	nAma	strI	caturTI	bahu	ramAByaH
ramA	A	nAma	strI	paYcamI	eka	ramAyAH
ramA	A	nAma	strI	paYcamI	dvi	ramAByAm
ramA	A	nAma	strI	paYcamI	bahu	ramAByaH
ramA	A	nAma	strI	zazWI	eka	ramAyAH
ramA	A	nAma	strI	zazWI	dvi	ramayoH
ramA	A	nAma	strI	zazWI	bahu	ramARAm
ramA	A	nAma	strI	saptamI	eka	ramAyAm
ramA	A	nAma	strI	saptamI	dvi	ramayoH
ramA	A	nAma	strI	saptamI	bahu	ramAsu
ramA	A	nAma	strI	samboDana	eka	rame
ramA	A	nAma	strI	samboDana	dvi	he rame
ramA	A	nAma	strI	samboDana	bahu	ramAH
mati	i	nAma	strI	praTamA	eka	matiH
mati	i	nAma	strI	praTamA	dvi	matI
mati	i	nAma	strI	praTamA	bahu	matayaH
mati	i	nAma	strI	dvitIyA	eka	matim
mati	i	nAma	strI	dvitIyA	dvi	matI
mati	i	nAma	strI	dvitIyA	bahu	matIH
mati	i	nAma	strI	tftIyA	eka	matyA
mati	i	nAma	strI	tftIyA	dvi	matiByAm
mati	i	nAma	strI	tftIyA	bahu	matiBiH
mati	i	nAma	strI	caturTI	eka	matyE, mataye
mati	i	nAma	strI	caturTI	dvi	matiByAm
mati	i	nAma	strI	caturTI	bahu	matiByaH
mati	i	nAma	strI	paYcamI	eka	matyAH, mateH
mati	i	nAma	strI	paYcamI	dvi	matiByAm
mati	i	nAma	strI	paYcamI	bahu	matiByaH
mati	i	nAma	strI	zazWI	eka	matyAH, mateH
mati	i	nAma	strI	zazWI	dvi	matyoH
mati	i	nAma	strI	zazWI	bahu	matInAm
mati	i	nAma	strI	saptamI	eka	matyAm, matO
mati	i	nAma	strI	saptamI	dvi	matyoH
mati	i	nAma	strI	saptamI	bahu	matizu
mati	i	nAma	strI	samboDana	eka	mate
mati	i	nAma	strI	samboDana	dvi	he matI
mati	i	nAma	strI	samboDana	bahu	matayaH
nadI	I	nAma	strI	praTamA	eka	nadI
nadI	I	nAma	strI	praTamA	dvi	nadyO
nadI	I	nAma	strI	praTamA	bahu	nadyaH
nadI	I	nAma	strI	dvitIyA	eka	nadIm
nadI	I	nAma	strI	dvitIyA	dvi	nadyO
nadI	I	nAma	strI	dvitIyA	bahu	nadIH
nadI	I	nAma	strI	tftIyA	eka	nadyA
nadI	I	nAma	strI	tftIyA	dvi	nadIByAm
nadI	I	nAma	strI	tftIyA	bahu	nadIBiH
nadI	I	nAma	strI	caturTI	eka	nadyE
nadI	I	nAma	strI	caturTI	dvi	nadIByAm
nadI	I	nAma	strI	caturTI	bahu	nadIByaH
nadI	I	nAma	strI	paYcamI	eka	nadyAH
nadI	I	nAma	strI	paYcamI	dvi	nadIByAm
nadI	I	nAma	strI	paYcamI	bahu	nadIByaH
nadI	I	nAma	strI	zazWI	eka	nadyAH
nadI	I	nAma	strI	zazWI	dvi	nadyoH
nadI	I	nAma	strI	zazWI	bahu	nadInAm
nadI	I	nAma	strI	saptamI	eka	nadyAm
nadI	I	nAma	strI	saptamI	dvi	nadyoH
nadI	I	nAma	strI	saptamI	bahu	nadIzu
nadI	I	nAma	strI	samboDana	eka	nadi
nadI	I	nAma	strI	samboDana	dvi	he nadyO
nadI	I	nAma	strI	samboDana	bahu	nadyaH
Denu	u	nAma	strI	praTamA	eka	DenuH
Denu	u	nAma	strI	praTamA	dvi	DenU
Denu	u	nAma	strI	praTamA	bahu	DenavaH
Denu	u	nAma	strI	dvitIyA	eka	Denum
Denu	u	nAma	strI	dvitIyA	dvi	DenU
Denu	u	nAma	strI	dvitIyA	bahu	DenUH
Denu	u	nAma	strI	tftIyA	eka	DenvA
Denu	u	nAma	strI	tftIyA	dvi	DenuByAm
Denu	u	nAma	strI	tftIyA	bahu	DenuBiH
Denu	u	nAma	strI	caturTI	eka	DenvE, Denave
Denu	u	nAma	strI	caturTI	dvi	DenuByAm
Denu	u	nAma	strI	caturTI	bahu	DenuByaH
Denu	u	nAma	strI	paYcamI	eka	DenvAH, DenoH
Denu	u	nAma	strI	paYcamI	dvi	DenuByAm
Denu	u	nAma	strI	paYcamI	bahu	DenuByaH
Denu	u	nAma	strI	zazWI	eka	DenvAH, DenoH
Denu	u	nAma	strI	zazWI	dvi	DenvoH
Denu	u	nAma	strI	zazWI	bahu	DenUnAm
Denu	u	nAma	strI	saptamI	eka	DenvAm, DenO
Denu	u	nAma	strI	saptamI	dvi	DenvoH
Denu	u	nAma	strI	saptamI	bahu	Denuzu
Denu	u	nAma	strI	samboDana	eka	Deno
Denu	u	nAma	strI	samboDana	dvi	he DenU
Denu	u	nAma	strI	samboDana	bahu	DenavaH
vaDU	U	nAma	strI	praTamA	eka	vaDUH
vaDU	U	nAma	strI	praTamA	dvi	vaDvO
vaDU	U	nAma	strI	praTamA	bahu	vaDvaH
vaDU	U	nAma	strI	dvitIyA	eka	vaDUm
vaDU	U	nAma	strI	dvitIyA	dvi	vaDvO
vaDU	U	nAma	strI	dvitIyA	bahu	vaDUH
vaDU	U	nAma	strI	tftIyA	eka	vaDvA
vaDU	U	nAma	strI	tftIyA	dvi	vaDUByAm
vaDU	U	nAma	strI	tftIyA	bahu	vaDUBiH
vaDU	U	nAma	strI	caturTI	eka	vaDvE
vaDU	U	nAma	strI	caturTI	dvi	vaDUByAm
vaDU	U	nAma	strI	caturTI	bahu	vaDUByaH
vaDU	U	nAma	strI	paYcamI	eka	vaDvAH
vaDU	U	nAma	strI	paYcamI	dvi	vaDUByAm
vaDU	U	nAma	strI	paYcamI	bahu	vaDUByaH
vaDU	U	nAma	strI	zazWI	eka	vaDvAH
vaDU	U	nAma	strI	zazWI	dvi	vaDvoH
vaDU	U	nAma	strI	zazWI	bahu	vaDUnAm
vaDU	U	nAma	strI	saptamI	eka	vaDvAm
vaDU	U	nAma	strI	saptamI	dvi	vaDvoH
vaDU	U	nAma	strI	saptamI	bahu	vaDUzu
vaDU	U	nAma	strI	samboDana	eka	vaDu
vaDU	U	nAma	strI	samboDana	dvi	vaDvO
vaDU	U	nAma	strI	samboDana	bahu	vaDvaH
svasf	f	nAma	strI	praTamA	eka	svasA
svasf	f	nAma	strI	praTamA	dvi	svasArO
svasf	f	nAma	strI	praTamA	bahu	svasAraH
svasf	f	nAma	strI	dvitIyA	eka	svasAram
svasf	f	nAma	strI	dvitIyA	dvi	svasArO
svasf	f	nAma	strI	dvitIyA	bahu	svasfH
svasf	f	nAma	strI	tftIyA	eka	svasrA
svasf	f	nAma	strI	tftIyA	dvi	svasfByAm
svasf	f	nAma	strI	tftIyA	bahu	svasfBiH
svasf	f	nAma	strI	caturTI	eka	svasre
svasf	f	nAma	strI	caturTI	dvi	svasfByAm
svasf	f	nAma	strI	caturTI	bahu	svasfByaH
svasf	f	nAma	strI	paYcamI	eka	svasuH
svasf	f	nAma	strI	paYcamI	dvi	svasfByAm
svasf	f	nAma	strI	paYcamI	bahu	svasfByaH
svasf	f	nAma	strI	zazWI	eka	svasuH
svasf	f	nAma	strI	zazWI	dvi	svastroH
svasf	f	nAma	strI	zazWI	bahu	svasFRAm
svasf	f	nAma	strI	saptamI	eka	svasari
svasf	f	nAma	strI	saptamI	dvi	svastroH
svasf	f	nAma	strI	saptamI	bahu	svasfzu
svasf	f	nAma	strI	samboDana	eka	svasaH
svasf	f	nAma	strI	samboDana	dvi	he svasArO
svasf	f	nAma	strI	samboDana	bahu	svasAraH
rE	E	nAma	strI	praTamA	eka	rAH
rE	E	nAma	strI	praTamA	dvi	rAyO
rE	E	nAma	strI	praTamA	bahu	rAyaH
rE	E	nAma	strI	dvitIyA	eka	rAyam
rE	E	nAma	strI	dvitIyA	dvi	rAyO
rE	E	nAma	strI	dvitIyA	bahu	rAyaH
rE	E	nAma	strI	tftIyA	eka	rAyA
rE	E	nAma	strI	tftIyA	dvi	rAByAm
rE	E	nAma	strI	tftIyA	bahu	rABiH
rE	E	nAma	strI	caturTI	eka	rAyE
rE	E	nAma	strI	caturTI	dvi	rAByAm
rE	E	nAma	strI	caturTI	bahu	rAByaH
rE	E	nAma	strI	paYcamI	eka	rAyaH
rE	E	nAma	strI	paYcamI	dvi	rAByAm
rE	E	nAma	strI	paYcamI	bahu	rAByaH
rE	E	nAma	strI	zazWI	eka	rAyaH
rE	E	nAma	strI	zazWI	dvi	rAyoH
rE	E	nAma	strI	zazWI	bahu	rAyAm
rE	E	nAma	strI	saptamI	eka	rAyi
rE	E	nAma	strI	saptamI	dvi	rAyoH
rE	E	nAma	strI	saptamI	bahu	rAsu
rE	E	nAma	strI	samboDana	eka	rAH
rE	E	nAma	strI	samboDana	dvi	rAyO
rE	E	nAma	strI	samboDana	bahu	rAyaH
go	o	nAma	strI	praTamA	eka	gOH
go	o	nAma	strI	praTamA	dvi	gAvO
go	o	nAma	strI	praTamA	bahu	gAvaH
go	o	nAma	strI	dvitIyA	eka	gAm
go	o	nAma	strI	dvitIyA	dvi	gAvO
go	o	nAma	strI	dvitIyA	bahu	gAH
go	o	nAma	strI	tftIyA	eka	gavA
go	o	nAma	strI	tftIyA	dvi	goByAm
go	o	nAma	strI	tftIyA	bahu	goBiH
go	o	nAma	strI	caturTI	eka	gave
go	o	nAma	strI	caturTI	dvi	goByAm
go	o	nAma	strI	caturTI	bahu	goByaH
go	o	nAma	strI	paYcamI	eka	goH
go	o	nAma	strI	paYcamI	dvi	goByAm
go	o	nAma	strI	paYcamI	bahu	goByaH
go	o	nAma	strI	zazWI	eka	goH
go	o	nAma	strI	zazWI	dvi	gavoH
go	o	nAma	strI	zazWI	bahu	gavAm
go	o	nAma	strI	saptamI	eka	gavi
go	o	nAma	strI	saptamI	dvi	gavoH
go	o	nAma	strI	saptamI	bahu	gozu
go	o	nAma	strI	samboDana	eka	gOH
go	o	nAma	strI	samboDana	dvi	gAvO
go	o	nAma	strI	samboDana	bahu	gAvaH
nO	O	nAma	strI	praTamA	eka	nOH
nO	O	nAma	strI	praTamA	dvi	glAvO
nO	O	nAma	strI	praTamA	bahu	nAvaH
nO	O	nAma	strI	dvitIyA	eka	nAvam
nO	O	nAma	strI	dvitIyA	dvi	glAvO
nO	O	nAma	strI	dvitIyA	bahu	nAvaH
nO	O	nAma	strI	tftIyA	eka	nAvA
nO	O	nAma	strI	tftIyA	dvi	glOByAm
nO	O	nAma	strI	tftIyA	bahu	nOBiH
nO	O	nAma	strI	caturTI	eka	nAve
nO	O	nAma	strI	caturTI	dvi	glOByAm
nO	O	nAma	strI	caturTI	bahu	nOByaH
nO	O	nAma	strI	paYcamI	eka	nAvaH
nO	O	nAma	strI	paYcamI	dvi	glOByAm
nO	O	nAma	strI	paYcamI	bahu	nOByaH
nO	O	nAma	strI	zazWI	eka	nAvaH
nO	O	nAma	strI	zazWI	dvi	glAvoH
nO	O	nAma	strI	zazWI	bahu	nAvAm
nO	O	nAma	strI	saptamI	eka	nAvi
nO	O	nAma	strI	saptamI	dvi	glAvoH
nO	O	nAma	strI	saptamI	bahu	nOzu
nO	O	nAma	strI	samboDana	eka	nOH
nO	O	nAma	strI	samboDana	dvi	glAvO
nO	O	nAma	strI	samboDana	bahu	nAvaH
vAc	c	nAma	strI	praTamA	eka	vAk-g
vAc	c	nAma	strI	praTamA	dvi	vAcO
vAc	c	nAma	strI	praTamA	bahu	vAcaH
vAc	c	nAma	strI	dvitIyA	eka	vAcam
vAc	c	nAma	strI	dvitIyA	dvi	vAcO
vAc	c	nAma	strI	dvitIyA	bahu	vAcaH
vAc	c	nAma	strI	tftIyA	eka	vAcA
vAc	c	nAma	strI	tftIyA	dvi	vAgByAm
vAc	c	nAma	strI	tftIyA	bahu	vAgBiH
vAc	c	nAma	strI	caturTI	eka	vAce
vAc	c	nAma	strI	caturTI	dvi	vAgByAm
vAc	c	nAma	strI	caturTI	bahu	vAgByaH
vAc	c	nAma	strI	paYcamI	eka	vAcaH
vAc	c	nAma	strI	paYcamI	dvi	vAgByAm
vAc	c	nAma	strI	paYcamI	bahu	vAgByaH
vAc	c	nAma	strI	zazWI	eka	vAcaH
vAc	c	nAma	strI	zazWI	dvi	vAcoH
vAc	c	nAma	strI	zazWI	bahu	vAcAm
vAc	c	nAma	strI	saptamI	eka	vAci
vAc	c	nAma	strI	saptamI	dvi	vAcoH
vAc	c	nAma	strI	saptamI	bahu	vAkzu
vAc	c	nAma	strI	samboDana	eka	vAk-g
vAc	c	nAma	strI	samboDana	dvi	vAcO
vAc	c	nAma	strI	samboDana	bahu	vAcaH
sraj	j	nAma	strI	praTamA	eka	srak
sraj	j	nAma	strI	praTamA	dvi	srajO
sraj	j	nAma	strI	praTamA	bahu	srajaH
sraj	j	nAma	strI	dvitIyA	eka	srajam
sraj	j	nAma	strI	dvitIyA	dvi	srajO
sraj	j	nAma	strI	dvitIyA	bahu	srajaH
sraj	j	nAma	strI	tftIyA	eka	srajA
sraj	j	nAma	strI	tftIyA	dvi	sragByAm
sraj	j	nAma	strI	tftIyA	bahu	sragBiH
sraj	j	nAma	strI	caturTI	eka	sraje
sraj	j	nAma	strI	caturTI	dvi	sragByAm
sraj	j	nAma	strI	caturTI	bahu	sragByaH
sraj	j	nAma	strI	paYcamI	eka	srajaH
sraj	j	nAma	strI	paYcamI	dvi	sragByAm
sraj	j	nAma	strI	paYcamI	bahu	sragByaH
sraj	j	nAma	strI	zazWI	eka	srajaH
sraj	j	nAma	strI	zazWI	dvi	srajoH
sraj	j	nAma	strI	zazWI	bahu	srajAm
sraj	j	nAma	strI	saptamI	eka	sraji
sraj	j	nAma	strI	saptamI	dvi	srajoH
sraj	j	nAma	strI	saptamI	bahu	srakzu
sraj	j	nAma	strI	samboDana	eka	srak
sraj	j	nAma	strI	samboDana	dvi	srajO
sraj	j	nAma	strI	samboDana	bahu	srajaH
sarit	t	nAma	strI	praTamA	eka	sarit
sarit	t	nAma	strI	praTamA	dvi	saritO
sarit	t	nAma	strI	praTamA	bahu	saritaH
sarit	t	nAma	strI	dvitIyA	eka	saritam
sarit	t	nAma	strI	dvitIyA	dvi	saritO
sarit	t	nAma	strI	dvitIyA	bahu	saritaH
sarit	t	nAma	strI	tftIyA	eka	saritA
sarit	t	nAma	strI	tftIyA	dvi	saridByAm
sarit	t	nAma	strI	tftIyA	bahu	saridBiH
sarit	t	nAma	strI	caturTI	eka	sarite
sarit	t	nAma	strI	caturTI	dvi	saridByAm
sarit	t	nAma	strI	caturTI	bahu	saridByaH
sarit	t	nAma	strI	paYcamI	eka	saritaH
sarit	t	nAma	strI	paYcamI	dvi	saridByAm
sarit	t	nAma	strI	paYcamI	bahu	saridByaH
sarit	t	nAma	strI	zazWI	eka	saritaH
sarit	t	nAma	strI	zazWI	dvi	saritoH
sarit	t	nAma	strI	zazWI	bahu	saritAm
sarit	t	nAma	strI	saptamI	eka	sariti
sarit	t	nAma	strI	saptamI	dvi	saritoH
sarit	t	nAma	strI	saptamI	bahu	saritsu
sarit	t	nAma	strI	samboDana	eka	sarit
sarit	t	nAma	strI	samboDana	dvi	saritO
sarit	t	nAma	strI	samboDana	bahu	saritaH
Apad	d	nAma	strI	praTamA	eka	Apad
Apad	d	nAma	strI	praTamA	dvi	ApadO
Apad	d	nAma	strI	praTamA	bahu	ApadaH
Apad	d	nAma	strI	dvitIyA	eka	Apadam
Apad	d	nAma	strI	dvitIyA	dvi	ApadO
Apad	d	nAma	strI	dvitIyA	bahu	ApadaH
Apad	d	nAma	strI	tftIyA	eka	ApadA
Apad	d	nAma	strI	tftIyA	dvi	ApadByAm
Apad	d	nAma	strI	tftIyA	bahu	ApadBiH
Apad	d	nAma	strI	caturTI	eka	Apade
Apad	d	nAma	strI	caturTI	dvi	ApadByAm
Apad	d	nAma	strI	caturTI	bahu	ApadByaH
Apad	d	nAma	strI	paYcamI	eka	ApadaH
Apad	d	nAma	strI	paYcamI	dvi	ApadByAm
Apad	d	nAma	strI	paYcamI	bahu	ApadByaH
Apad	d	nAma	strI	zazWI	eka	ApadaH
Apad	d	nAma	strI	zazWI	dvi	ApadoH
Apad	d	nAma	strI	zazWI	bahu	ApadByAm
Apad	d	nAma	strI	saptamI	eka	Apadi
Apad	d	nAma	strI	saptamI	dvi	ApadoH
Apad	d	nAma	strI	saptamI	bahu	Apatsu
Apad	d	nAma	strI	samboDana	eka	Apad
Apad	d	nAma	strI	samboDana	dvi	ApadO
Apad	d	nAma	strI	samboDana	bahu	ApadaH
samiD	D	nAma	strI	praTamA	eka	samit
samiD	D	nAma	strI	praTamA	dvi	samiDO
samiD	D	nAma	strI	praTamA	bahu	samiDaH
samiD	D	nAma	strI	dvitIyA	eka	samiDam
samiD	D	nAma	strI	dvitIyA	dvi	samiDO
samiD	D	nAma	strI	dvitIyA	bahu	samiDaH
samiD	D	nAma	strI	tftIyA	eka	samiDA
samiD	D	nAma	strI	tftIyA	dvi	samidByAm
samiD	D	nAma	strI	tftIyA	bahu	samidBiH
samiD	D	nAma	strI	caturTI	eka	samiDe
samiD	D	nAma	strI	caturTI	dvi	samidByAm
samiD	D	nAma	strI	caturTI	bahu	samidByaH
samiD	D	nAma	strI	paYcamI	eka	samiDaH
samiD	D	nAma	strI	paYcamI	dvi	samidByAm
samiD	D	nAma	strI	paYcamI	bahu	samidByaH
samiD	D	nAma	strI	zazWI	eka	samiDaH
samiD	D	nAma	strI	zazWI	dvi	samiDoH
samiD	D	nAma	strI	zazWI	bahu	samiDAm
samiD	D	nAma	strI	saptamI	eka	samiDi
samiD	D	nAma	strI	saptamI	dvi	samiDoH
samiD	D	nAma	strI	saptamI	bahu	samitsu
samiD	D	nAma	strI	samboDana	eka	samit
samiD	D	nAma	strI	samboDana	dvi	samiDO
samiD	D	nAma	strI	samboDana	bahu	samiDaH
sIman	n	nAma	strI	praTamA	eka	sImA
sIman	n	nAma	strI	praTamA	dvi	sImnO
sIman	n	nAma	strI	praTamA	bahu	sImAnaH
sIman	n	nAma	strI	dvitIyA	eka	sImAnam
sIman	n	nAma	strI	dvitIyA	dvi	sImnO
sIman	n	nAma	strI	dvitIyA	bahu	sImnaH
sIman	n	nAma	strI	tftIyA	eka	sImnA
sIman	n	nAma	strI	tftIyA	dvi	sImaByAm
sIman	n	nAma	strI	tftIyA	bahu	sImaBiH
sIman	n	nAma	strI	caturTI	eka	sImne
sIman	n	nAma	strI	caturTI	dvi	sImaByAm
sIman	n	nAma	strI	caturTI	bahu	sImaByaH
sIman	n	nAma	strI	paYcamI	eka	sImnaH
sIman	n	nAma	strI	paYcamI	dvi	sImaByAm
