prAtipadika	antya	nAmapada	liNgam	viBakti	vacanam	rUpam
sIman	n	nAma	strI	paYcamI	bahu	sImaByaH
sIman	n	nAma	strI	zazWI	eka	sImnaH
sIman	n	nAma	strI	zazWI	dvi	sImnoH
sIman	n	nAma	strI	zazWI	bahu	sImnAm
sIman	n	nAma	strI	saptamI	eka	sImni
sIman	n	nAma	strI	saptamI	dvi	sImnoH
sIman	n	nAma	strI	saptamI	bahu	sImasu
sIman	n	nAma	strI	samboDana	eka	sIman
sIman	n	nAma	strI	samboDana	dvi	sImnO
sIman	n	nAma	strI	samboDana	bahu	sImAnaH
ap	p	nAma	strI	praTamA	eka	
ap	p	nAma	strI	praTamA	dvi	
ap	p	nAma	strI	praTamA	bahu	ApaH
ap	p	nAma	strI	dvitIyA	eka	
ap	p	nAma	strI	dvitIyA	dvi	
ap	p	nAma	strI	dvitIyA	bahu	apaH
ap	p	nAma	strI	tftIyA	eka	
ap	p	nAma	strI	tftIyA	dvi	
ap	p	nAma	strI	tftIyA	bahu	adBiH
ap	p	nAma	strI	caturTI	eka	
ap	p	nAma	strI	caturTI	dvi	
ap	p	nAma	strI	caturTI	bahu	adByaH
ap	p	nAma	strI	paYcamI	eka	
ap	p	nAma	strI	paYcamI	dvi	
ap	p	nAma	strI	paYcamI	bahu	adByaH
ap	p	nAma	strI	zazWI	eka	
ap	p	nAma	strI	zazWI	dvi	
ap	p	nAma	strI	zazWI	bahu	apAm
ap	p	nAma	strI	saptamI	eka	
ap	p	nAma	strI	saptamI	dvi	
ap	p	nAma	strI	saptamI	bahu	apsu
ap	p	nAma	strI	samboDana	eka	
ap	p	nAma	strI	samboDana	dvi	
ap	p	nAma	strI	samboDana	bahu	ApaH
kakuB	B	nAma	strI	praTamA	eka	kakup
kakuB	B	nAma	strI	praTamA	dvi	kakuBaH
kakuB	B	nAma	strI	praTamA	bahu	kakuBaH
kakuB	B	nAma	strI	dvitIyA	eka	kakuBam
kakuB	B	nAma	strI	dvitIyA	dvi	kakuBaH
kakuB	B	nAma	strI	dvitIyA	bahu	kakuBaH
kakuB	B	nAma	strI	tftIyA	eka	kakuBA
kakuB	B	nAma	strI	tftIyA	dvi	kakubBiH
kakuB	B	nAma	strI	tftIyA	bahu	kakubBiH
kakuB	B	nAma	strI	caturTI	eka	kakuBe
kakuB	B	nAma	strI	caturTI	dvi	kakubByaH
kakuB	B	nAma	strI	caturTI	bahu	kakubByaH
kakuB	B	nAma	strI	paYcamI	eka	kakuBaH
kakuB	B	nAma	strI	paYcamI	dvi	kakubByaH
kakuB	B	nAma	strI	paYcamI	bahu	kakubByaH
kakuB	B	nAma	strI	zazWI	eka	kakuBaH
kakuB	B	nAma	strI	zazWI	dvi	kakuBAm
kakuB	B	nAma	strI	zazWI	bahu	kakuBAm
kakuB	B	nAma	strI	saptamI	eka	kakuBi
kakuB	B	nAma	strI	saptamI	dvi	kakupsu
kakuB	B	nAma	strI	saptamI	bahu	kakupsu
kakuB	B	nAma	strI	samboDana	eka	kakup
kakuB	B	nAma	strI	samboDana	dvi	kakuBaH
kakuB	B	nAma	strI	samboDana	bahu	kakuBaH
gir	r	nAma	strI	praTamA	eka	gIH
gir	r	nAma	strI	praTamA	dvi	giraH
gir	r	nAma	strI	praTamA	bahu	giraH
gir	r	nAma	strI	dvitIyA	eka	giram
gir	r	nAma	strI	dvitIyA	dvi	giraH
gir	r	nAma	strI	dvitIyA	bahu	giraH
gir	r	nAma	strI	tftIyA	eka	girA
gir	r	nAma	strI	tftIyA	dvi	gIrBiH
gir	r	nAma	strI	tftIyA	bahu	gIrBiH
gir	r	nAma	strI	caturTI	eka	gire
gir	r	nAma	strI	caturTI	dvi	gIrByaH
gir	r	nAma	strI	caturTI	bahu	gIrByaH
gir	r	nAma	strI	paYcamI	eka	giraH
gir	r	nAma	strI	paYcamI	dvi	gIrByaH
gir	r	nAma	strI	paYcamI	bahu	gIrByaH
gir	r	nAma	strI	zazWI	eka	giraH
gir	r	nAma	strI	zazWI	dvi	girAm
gir	r	nAma	strI	zazWI	bahu	girAm
gir	r	nAma	strI	saptamI	eka	giri
gir	r	nAma	strI	saptamI	dvi	gIrzu
gir	r	nAma	strI	saptamI	bahu	gIrzu
gir	r	nAma	strI	samboDana	eka	gIH
gir	r	nAma	strI	samboDana	dvi	giraH
gir	r	nAma	strI	samboDana	bahu	giraH
div	v	nAma	strI	praTamA	eka	dyOH
div	v	nAma	strI	praTamA	dvi	divO
div	v	nAma	strI	praTamA	bahu	divaH
div	v	nAma	strI	dvitIyA	eka	divam
div	v	nAma	strI	dvitIyA	dvi	divO
div	v	nAma	strI	dvitIyA	bahu	divaH
div	v	nAma	strI	tftIyA	eka	divA
div	v	nAma	strI	tftIyA	dvi	dyuByAm
div	v	nAma	strI	tftIyA	bahu	dyuBiH
div	v	nAma	strI	caturTI	eka	dive
div	v	nAma	strI	caturTI	dvi	dyuByAm
div	v	nAma	strI	caturTI	bahu	dyuByaH
div	v	nAma	strI	paYcamI	eka	divaH
div	v	nAma	strI	paYcamI	dvi	dyuByAm
div	v	nAma	strI	paYcamI	bahu	dyuByaH
div	v	nAma	strI	zazWI	eka	divaH
div	v	nAma	strI	zazWI	dvi	divoH
div	v	nAma	strI	zazWI	bahu	divAm
div	v	nAma	strI	saptamI	eka	divi
div	v	nAma	strI	saptamI	dvi	divoH
div	v	nAma	strI	saptamI	bahu	dyuzu
div	v	nAma	strI	samboDana	eka	dyOH
div	v	nAma	strI	samboDana	dvi	divO
div	v	nAma	strI	samboDana	bahu	divaH
diS	S	nAma	strI	praTamA	eka	dik
diS	S	nAma	strI	praTamA	dvi	diSO
diS	S	nAma	strI	praTamA	bahu	diSaH
diS	S	nAma	strI	dvitIyA	eka	diSam
diS	S	nAma	strI	dvitIyA	dvi	diSO
diS	S	nAma	strI	dvitIyA	bahu	diSaH
diS	S	nAma	strI	tftIyA	eka	diSA
diS	S	nAma	strI	tftIyA	dvi	digByAm
diS	S	nAma	strI	tftIyA	bahu	digBiH
diS	S	nAma	strI	caturTI	eka	diSe
diS	S	nAma	strI	caturTI	dvi	digByAm
diS	S	nAma	strI	caturTI	bahu	digByaH
diS	S	nAma	strI	paYcamI	eka	diSaH
diS	S	nAma	strI	paYcamI	dvi	digByAm
diS	S	nAma	strI	paYcamI	bahu	digByaH
diS	S	nAma	strI	zazWI	eka	diSaH
diS	S	nAma	strI	zazWI	dvi	diSoH
diS	S	nAma	strI	zazWI	bahu	diSAm
diS	S	nAma	strI	saptamI	eka	diSi
diS	S	nAma	strI	saptamI	dvi	diSoH
diS	S	nAma	strI	saptamI	bahu	dikzu
diS	S	nAma	strI	samboDana	eka	dik
diS	S	nAma	strI	samboDana	dvi	diSO
diS	S	nAma	strI	samboDana	bahu	diSaH
prAvfz	z	nAma	strI	praTamA	eka	prAvfw
prAvfz	z	nAma	strI	praTamA	dvi	prAvfzO
prAvfz	z	nAma	strI	praTamA	bahu	prAvfzaH
prAvfz	z	nAma	strI	dvitIyA	eka	prAvfzam
prAvfz	z	nAma	strI	dvitIyA	dvi	prAvfzO
prAvfz	z	nAma	strI	dvitIyA	bahu	prAvfzaH
prAvfz	z	nAma	strI	tftIyA	eka	prAvfzA
prAvfz	z	nAma	strI	tftIyA	dvi	prAvfqByAm
prAvfz	z	nAma	strI	tftIyA	bahu	prAvfqBiH
prAvfz	z	nAma	strI	caturTI	eka	prAvfze
prAvfz	z	nAma	strI	caturTI	dvi	prAvfqByAm
prAvfz	z	nAma	strI	caturTI	bahu	prAvfqByaH
prAvfz	z	nAma	strI	paYcamI	eka	prAvfzaH
prAvfz	z	nAma	strI	paYcamI	dvi	prAvfqByAm
prAvfz	z	nAma	strI	paYcamI	bahu	prAvfqByaH
prAvfz	z	nAma	strI	zazWI	eka	prAvfzaH
prAvfz	z	nAma	strI	zazWI	dvi	prAvfzoH
prAvfz	z	nAma	strI	zazWI	bahu	prAvfzAm
prAvfz	z	nAma	strI	saptamI	eka	prAvfzi
prAvfz	z	nAma	strI	saptamI	dvi	prAvfzoH
prAvfz	z	nAma	strI	saptamI	bahu	prAvfzu
prAvfz	z	nAma	strI	samboDana	eka	prAvfw
prAvfz	z	nAma	strI	samboDana	dvi	prAvfzO
prAvfz	z	nAma	strI	samboDana	bahu	prAvfzaH
BAs	s	nAma	strI	praTamA	eka	BAH
BAs	s	nAma	strI	praTamA	dvi	BAsO
BAs	s	nAma	strI	praTamA	bahu	BAsaH
BAs	s	nAma	strI	dvitIyA	eka	BAsam
BAs	s	nAma	strI	dvitIyA	dvi	BAsO
BAs	s	nAma	strI	dvitIyA	bahu	BAsaH
BAs	s	nAma	strI	tftIyA	eka	BAsA
BAs	s	nAma	strI	tftIyA	dvi	BAByAm
BAs	s	nAma	strI	tftIyA	bahu	BABiH
BAs	s	nAma	strI	caturTI	eka	BAse
BAs	s	nAma	strI	caturTI	dvi	BAByAm
BAs	s	nAma	strI	caturTI	bahu	BAByaH
BAs	s	nAma	strI	paYcamI	eka	BAsaH
BAs	s	nAma	strI	paYcamI	dvi	BAByAm
BAs	s	nAma	strI	paYcamI	bahu	BAByaH
BAs	s	nAma	strI	zazWI	eka	BAsaH
BAs	s	nAma	strI	zazWI	dvi	BAsoH
BAs	s	nAma	strI	zazWI	bahu	BAsAm
BAs	s	nAma	strI	saptamI	eka	BAsi
BAs	s	nAma	strI	saptamI	dvi	BAsoH
BAs	s	nAma	strI	saptamI	bahu	BAsu
BAs	s	nAma	strI	samboDana	eka	BAH
BAs	s	nAma	strI	samboDana	dvi	BAsO
BAs	s	nAma	strI	samboDana	bahu	BAsaH
upAnah	h	nAma	strI	praTamA	eka	upAnat
upAnah	h	nAma	strI	praTamA	dvi	upAnahaH
upAnah	h	nAma	strI	praTamA	bahu	upAnahaH
upAnah	h	nAma	strI	dvitIyA	eka	upAnaham
upAnah	h	nAma	strI	dvitIyA	dvi	upAnahaH
upAnah	h	nAma	strI	dvitIyA	bahu	upAnahaH
upAnah	h	nAma	strI	tftIyA	eka	upAnahA
upAnah	h	nAma	strI	tftIyA	dvi	upAnadBiH
upAnah	h	nAma	strI	tftIyA	bahu	upAnadBiH
upAnah	h	nAma	strI	caturTI	eka	upAnahe
upAnah	h	nAma	strI	caturTI	dvi	upAnadByaH
upAnah	h	nAma	strI	caturTI	bahu	upAnadByaH
upAnah	h	nAma	strI	paYcamI	eka	upAnahaH
upAnah	h	nAma	strI	paYcamI	dvi	upAnadByaH
upAnah	h	nAma	strI	paYcamI	bahu	upAnadByaH
upAnah	h	nAma	strI	zazWI	eka	upAnahaH
upAnah	h	nAma	strI	zazWI	dvi	upAnahAm
upAnah	h	nAma	strI	zazWI	bahu	upAnahAm
upAnah	h	nAma	strI	saptamI	eka	upAnahi
upAnah	h	nAma	strI	saptamI	dvi	upAnatsu
upAnah	h	nAma	strI	saptamI	bahu	upAnatsu
upAnah	h	nAma	strI	samboDana	eka	upAnat
upAnah	h	nAma	strI	samboDana	dvi	upAnahaH
upAnah	h	nAma	strI	samboDana	bahu	upAnahaH
Pala	a	nAma	napuMsaka	praTamA	eka	Palam
Pala	a	nAma	napuMsaka	praTamA	dvi	Pale
Pala	a	nAma	napuMsaka	praTamA	bahu	PalAni
Pala	a	nAma	napuMsaka	dvitIyA	eka	Palam
Pala	a	nAma	napuMsaka	dvitIyA	dvi	Pale
Pala	a	nAma	napuMsaka	dvitIyA	bahu	PalAni
Pala	a	nAma	napuMsaka	tftIyA	eka	Palena
Pala	a	nAma	napuMsaka	tftIyA	dvi	PalAByAm
Pala	a	nAma	napuMsaka	tftIyA	bahu	PalEH
Pala	a	nAma	napuMsaka	caturTI	eka	PalAya
Pala	a	nAma	napuMsaka	caturTI	dvi	PalAByAm
Pala	a	nAma	napuMsaka	caturTI	bahu	PaleByaH
Pala	a	nAma	napuMsaka	paYcamI	eka	PalAt
Pala	a	nAma	napuMsaka	paYcamI	dvi	PalAByAm
Pala	a	nAma	napuMsaka	paYcamI	bahu	PaleByaH
Pala	a	nAma	napuMsaka	zazWI	eka	Palasya
Pala	a	nAma	napuMsaka	zazWI	dvi	PalayoH
Pala	a	nAma	napuMsaka	zazWI	bahu	PalAnAm
Pala	a	nAma	napuMsaka	saptamI	eka	Pale
Pala	a	nAma	napuMsaka	saptamI	dvi	PalayoH
Pala	a	nAma	napuMsaka	saptamI	bahu	Palezu
Pala	a	nAma	napuMsaka	samboDana	eka	Pala
Pala	a	nAma	napuMsaka	samboDana	dvi	Pale
Pala	a	nAma	napuMsaka	samboDana	bahu	he Pala
vAri	i 	nAma	napuMsaka	praTamA	eka	vAri
vAri	i 	nAma	napuMsaka	praTamA	dvi	vArI
vAri	i 	nAma	napuMsaka	praTamA	bahu	vArIRi
vAri	i 	nAma	napuMsaka	dvitIyA	eka	vAri
vAri	i 	nAma	napuMsaka	dvitIyA	dvi	vArI
vAri	i 	nAma	napuMsaka	dvitIyA	bahu	vArIRi
vAri	i 	nAma	napuMsaka	tftIyA	eka	vAriRA
vAri	i 	nAma	napuMsaka	tftIyA	dvi	vArByAm
vAri	i 	nAma	napuMsaka	tftIyA	bahu	vAriBiH
vAri	i 	nAma	napuMsaka	caturTI	eka	vAriRe
vAri	i 	nAma	napuMsaka	caturTI	dvi	vArByAm
vAri	i 	nAma	napuMsaka	caturTI	bahu	vAriByaH
vAri	i 	nAma	napuMsaka	paYcamI	eka	vAriRaH
vAri	i 	nAma	napuMsaka	paYcamI	dvi	vArByAm
vAri	i 	nAma	napuMsaka	paYcamI	bahu	vAriByaH
vAri	i 	nAma	napuMsaka	zazWI	eka	vAriRaH
vAri	i 	nAma	napuMsaka	zazWI	dvi	vAroH
vAri	i 	nAma	napuMsaka	zazWI	bahu	vArIRAm
vAri	i 	nAma	napuMsaka	saptamI	eka	vAriRi
vAri	i 	nAma	napuMsaka	saptamI	dvi	vAroH
vAri	i 	nAma	napuMsaka	saptamI	bahu	vArIzu
vAri	i 	nAma	napuMsaka	samboDana	eka	vAri
vAri	i 	nAma	napuMsaka	samboDana	dvi	he vArI
vAri	i 	nAma	napuMsaka	samboDana	bahu	vArIRi
maDu	u	nAma	napuMsaka	praTamA	eka	maDu
maDu	u	nAma	napuMsaka	praTamA	dvi	maDunI
maDu	u	nAma	napuMsaka	praTamA	bahu	maDUni
maDu	u	nAma	napuMsaka	dvitIyA	eka	maDu
maDu	u	nAma	napuMsaka	dvitIyA	dvi	maDunI
maDu	u	nAma	napuMsaka	dvitIyA	bahu	maDUni
maDu	u	nAma	napuMsaka	tftIyA	eka	maDunA
maDu	u	nAma	napuMsaka	tftIyA	dvi	maDuByAm
maDu	u	nAma	napuMsaka	tftIyA	bahu	maDuBiH
maDu	u	nAma	napuMsaka	caturTI	eka	maDune
maDu	u	nAma	napuMsaka	caturTI	dvi	maDuByAm
maDu	u	nAma	napuMsaka	caturTI	bahu	maDuByaH
maDu	u	nAma	napuMsaka	paYcamI	eka	maDunaH
maDu	u	nAma	napuMsaka	paYcamI	dvi	maDuByAm
maDu	u	nAma	napuMsaka	paYcamI	bahu	maDuByaH
maDu	u	nAma	napuMsaka	zazWI	eka	maDunaH
maDu	u	nAma	napuMsaka	zazWI	dvi	maDunoH
maDu	u	nAma	napuMsaka	zazWI	bahu	maDUnAm
maDu	u	nAma	napuMsaka	saptamI	eka	maDuni
maDu	u	nAma	napuMsaka	saptamI	dvi	maDunoH
maDu	u	nAma	napuMsaka	saptamI	bahu	maDuzu
maDu	u	nAma	napuMsaka	samboDana	eka	maDo, maDu
maDu	u	nAma	napuMsaka	samboDana	dvi	he maDunI
maDu	u	nAma	napuMsaka	samboDana	bahu	maDUni
dAtf	f	nAma	napuMsaka	praTamA	eka	dAtf
dAtf	f	nAma	napuMsaka	praTamA	dvi	dAtfRI
dAtf	f	nAma	napuMsaka	praTamA	bahu	dAtFRi
dAtf	f	nAma	napuMsaka	dvitIyA	eka	dAtf
dAtf	f	nAma	napuMsaka	dvitIyA	dvi	dAtfRI
dAtf	f	nAma	napuMsaka	dvitIyA	bahu	dAtFRi
dAtf	f	nAma	napuMsaka	tftIyA	eka	dAtfRA
dAtf	f	nAma	napuMsaka	tftIyA	dvi	dAtfByAm
dAtf	f	nAma	napuMsaka	tftIyA	bahu	dAtfBiH
dAtf	f	nAma	napuMsaka	caturTI	eka	dAtfRe
dAtf	f	nAma	napuMsaka	caturTI	dvi	dAtfByAm
dAtf	f	nAma	napuMsaka	caturTI	bahu	dAtfByaH
dAtf	f	nAma	napuMsaka	paYcamI	eka	dAtfRaH
dAtf	f	nAma	napuMsaka	paYcamI	dvi	dAtfByAm
dAtf	f	nAma	napuMsaka	paYcamI	bahu	dAtfByaH
dAtf	f	nAma	napuMsaka	zazWI	eka	dAtfRaH
dAtf	f	nAma	napuMsaka	zazWI	dvi	dAtfRoH-dAtroH
dAtf	f	nAma	napuMsaka	zazWI	bahu	dAtFRAm
dAtf	f	nAma	napuMsaka	saptamI	eka	dAtfRi
dAtf	f	nAma	napuMsaka	saptamI	dvi	dAtfRoH-dAtroH
dAtf	f	nAma	napuMsaka	saptamI	bahu	dAtfzu
dAtf	f	nAma	napuMsaka	samboDana	eka	dAtaH, dAtf
dAtf	f	nAma	napuMsaka	samboDana	dvi	dAtfRI
dAtf	f	nAma	napuMsaka	samboDana	bahu	dAtFRi
suvAc	c	nAma	napuMsaka	praTamA	eka	suvAk
suvAc	c	nAma	napuMsaka	praTamA	dvi	suvAcI
suvAc	c	nAma	napuMsaka	praTamA	bahu	suvAYci
suvAc	c	nAma	napuMsaka	dvitIyA	eka	suvAk
suvAc	c	nAma	napuMsaka	dvitIyA	dvi	suvAcI
suvAc	c	nAma	napuMsaka	dvitIyA	bahu	suvAYci
suvAc	c	nAma	napuMsaka	tftIyA	eka	suvAcA
suvAc	c	nAma	napuMsaka	tftIyA	dvi	suvAgByAm
suvAc	c	nAma	napuMsaka	tftIyA	bahu	suvAgBiH
suvAc	c	nAma	napuMsaka	caturTI	eka	suvAce
suvAc	c	nAma	napuMsaka	caturTI	dvi	suvAgByAm
suvAc	c	nAma	napuMsaka	caturTI	bahu	suvAgByaH
suvAc	c	nAma	napuMsaka	paYcamI	eka	suvAcaH
suvAc	c	nAma	napuMsaka	paYcamI	dvi	suvAgByAm
suvAc	c	nAma	napuMsaka	paYcamI	bahu	suvAgByaH
suvAc	c	nAma	napuMsaka	zazWI	eka	suvAcaH
suvAc	c	nAma	napuMsaka	zazWI	dvi	suvacoH
suvAc	c	nAma	napuMsaka	zazWI	bahu	suvacAm
suvAc	c	nAma	napuMsaka	saptamI	eka	suvAci
suvAc	c	nAma	napuMsaka	saptamI	dvi	suvacoH
suvAc	c	nAma	napuMsaka	saptamI	bahu	suvAkzu
suvAc	c	nAma	napuMsaka	samboDana	eka	suvAk
suvAc	c	nAma	napuMsaka	samboDana	dvi	suvAcI
suvAc	c	nAma	napuMsaka	samboDana	bahu	suvAYci
asfj	j	nAma	napuMsaka	praTamA	eka	asfk
asfj	j	nAma	napuMsaka	praTamA	dvi	asfjI
asfj	j	nAma	napuMsaka	praTamA	bahu	asfjaH
asfj	j	nAma	napuMsaka	dvitIyA	eka	asfk
asfj	j	nAma	napuMsaka	dvitIyA	dvi	asfjI
asfj	j	nAma	napuMsaka	dvitIyA	bahu	asfjaH
asfj	j	nAma	napuMsaka	tftIyA	eka	asfjA
asfj	j	nAma	napuMsaka	tftIyA	dvi	asfgByAm
asfj	j	nAma	napuMsaka	tftIyA	bahu	asfgBiH
asfj	j	nAma	napuMsaka	caturTI	eka	asfje
asfj	j	nAma	napuMsaka	caturTI	dvi	asfgByAm
asfj	j	nAma	napuMsaka	caturTI	bahu	asfgByaH
asfj	j	nAma	napuMsaka	paYcamI	eka	asfjaH
asfj	j	nAma	napuMsaka	paYcamI	dvi	asfgByAm
asfj	j	nAma	napuMsaka	paYcamI	bahu	asfgByaH
asfj	j	nAma	napuMsaka	zazWI	eka	asfjaH
asfj	j	nAma	napuMsaka	zazWI	dvi	asfjoH
asfj	j	nAma	napuMsaka	zazWI	bahu	asfjAm
asfj	j	nAma	napuMsaka	saptamI	eka	asfji
asfj	j	nAma	napuMsaka	saptamI	dvi	asajoH
asfj	j	nAma	napuMsaka	saptamI	bahu	asfkzu
asfj	j	nAma	napuMsaka	samboDana	eka	asfk
asfj	j	nAma	napuMsaka	samboDana	dvi	asfjI
asfj	j	nAma	napuMsaka	samboDana	bahu	asfjaH
jagat	t	nAma	napuMsaka	praTamA	eka	jagat
jagat	t	nAma	napuMsaka	praTamA	dvi	jagatI
jagat	t	nAma	napuMsaka	praTamA	bahu	jaganti
jagat	t	nAma	napuMsaka	dvitIyA	eka	jagat
jagat	t	nAma	napuMsaka	dvitIyA	dvi	jagatI
jagat	t	nAma	napuMsaka	dvitIyA	bahu	jaganti
jagat	t	nAma	napuMsaka	tftIyA	eka	jagatA
jagat	t	nAma	napuMsaka	tftIyA	dvi	jagadByAm
jagat	t	nAma	napuMsaka	tftIyA	bahu	jagadBiH
jagat	t	nAma	napuMsaka	caturTI	eka	jagate
jagat	t	nAma	napuMsaka	caturTI	dvi	jagadByAm
jagat	t	nAma	napuMsaka	caturTI	bahu	jagadByaH
jagat	t	nAma	napuMsaka	paYcamI	eka	jagataH
jagat	t	nAma	napuMsaka	paYcamI	dvi	jagadByAm
jagat	t	nAma	napuMsaka	paYcamI	bahu	jagadByaH
jagat	t	nAma	napuMsaka	zazWI	eka	jagataH
jagat	t	nAma	napuMsaka	zazWI	dvi	jagatoH
jagat	t	nAma	napuMsaka	zazWI	bahu	jagatAm
jagat	t	nAma	napuMsaka	saptamI	eka	jagati
jagat	t	nAma	napuMsaka	saptamI	dvi	jagatoH
jagat	t	nAma	napuMsaka	saptamI	bahu	jagatsu
jagat	t	nAma	napuMsaka	samboDana	eka	jagat
jagat	t	nAma	napuMsaka	samboDana	dvi	jagatI
jagat	t	nAma	napuMsaka	samboDana	bahu	jaganti
tudat	d	nAma	napuMsaka	praTamA	eka	tudat
tudat	d	nAma	napuMsaka	praTamA	dvi	tudantI-tudatI
tudat	d	nAma	napuMsaka	praTamA	bahu	tudanti
tudat	d	nAma	napuMsaka	dvitIyA	eka	tudat
tudat	d	nAma	napuMsaka	dvitIyA	dvi	tudantI-tudatI
tudat	d	nAma	napuMsaka	dvitIyA	bahu	tudanti
tudat	d	nAma	napuMsaka	tftIyA	eka	tudatA
tudat	d	nAma	napuMsaka	tftIyA	dvi	tudadByAm
tudat	d	nAma	napuMsaka	tftIyA	bahu	tudadBiH
tudat	d	nAma	napuMsaka	caturTI	eka	tudate
tudat	d	nAma	napuMsaka	caturTI	dvi	tudadByAm
tudat	d	nAma	napuMsaka	caturTI	bahu	tudadByaH
tudat	d	nAma	napuMsaka	paYcamI	eka	tudataH
tudat	d	nAma	napuMsaka	paYcamI	dvi	tudadByAm
tudat	d	nAma	napuMsaka	paYcamI	bahu	tudadByaH
tudat	d	nAma	napuMsaka	zazWI	eka	tudataH
tudat	d	nAma	napuMsaka	zazWI	dvi	tudatoH
tudat	d	nAma	napuMsaka	zazWI	bahu	tudatAm
tudat	d	nAma	napuMsaka	saptamI	eka	tudati
tudat	d	nAma	napuMsaka	saptamI	dvi	tudatoH
tudat	d	nAma	napuMsaka	saptamI	bahu	tudatsu
tudat	d	nAma	napuMsaka	samboDana	eka	tudat
tudat	d	nAma	napuMsaka	samboDana	dvi	tudantI-tudatI
tudat	d	nAma	napuMsaka	samboDana	bahu	tudanti
nAman	n	nAma	napuMsaka	praTamA	eka	nAma
nAman	n	nAma	napuMsaka	praTamA	dvi	nAmnI-nAmanI
nAman	n	nAma	napuMsaka	praTamA	bahu	nAmAni
nAman	n	nAma	napuMsaka	dvitIyA	eka	nAma
nAman	n	nAma	napuMsaka	dvitIyA	dvi	nAmnI-nAmanI
nAman	n	nAma	napuMsaka	dvitIyA	bahu	nAmAni
nAman	n	nAma	napuMsaka	tftIyA	eka	nAmnA
nAman	n	nAma	napuMsaka	tftIyA	dvi	nAmaByAm
nAman	n	nAma	napuMsaka	tftIyA	bahu	nAmaBiH
nAman	n	nAma	napuMsaka	caturTI	eka	nAmne
nAman	n	nAma	napuMsaka	caturTI	dvi	nAmaByAm
nAman	n	nAma	napuMsaka	caturTI	bahu	nAmaByaH
nAman	n	nAma	napuMsaka	paYcamI	eka	nAmnaH
nAman	n	nAma	napuMsaka	paYcamI	dvi	nAmaByAm
nAman	n	nAma	napuMsaka	paYcamI	bahu	nAmaByaH
nAman	n	nAma	napuMsaka	zazWI	eka	nAmnaH
nAman	n	nAma	napuMsaka	zazWI	dvi	nAmnoH
nAman	n	nAma	napuMsaka	zazWI	bahu	nAmnAm
nAman	n	nAma	napuMsaka	saptamI	eka	nAmni
nAman	n	nAma	napuMsaka	saptamI	dvi	nAmnoH
nAman	n	nAma	napuMsaka	saptamI	bahu	nAmasu
nAman	n	nAma	napuMsaka	samboDana	eka	nAman, nAma
nAman	n	nAma	napuMsaka	samboDana	dvi	nAmnI-nAmanI
nAman	n	nAma	napuMsaka	samboDana	bahu	nAmAni
tAdfS	S	nAma	napuMsaka	praTamA	eka	tAdfk
tAdfS	S	nAma	napuMsaka	praTamA	dvi	tAdfSI
tAdfS	S	nAma	napuMsaka	praTamA	bahu	tAdfMSi
tAdfS	S	nAma	napuMsaka	dvitIyA	eka	tAdfk
tAdfS	S	nAma	napuMsaka	dvitIyA	dvi	tAdfSI
tAdfS	S	nAma	napuMsaka	dvitIyA	bahu	tAdfMSi
tAdfS	S	nAma	napuMsaka	tftIyA	eka	tAdfSA
tAdfS	S	nAma	napuMsaka	tftIyA	dvi	tAdfgByAm
tAdfS	S	nAma	napuMsaka	tftIyA	bahu	tAdfgBiH
tAdfS	S	nAma	napuMsaka	caturTI	eka	tAdfSe
tAdfS	S	nAma	napuMsaka	caturTI	dvi	tAdfgByAm
tAdfS	S	nAma	napuMsaka	caturTI	bahu	tAdfgByaH
tAdfS	S	nAma	napuMsaka	paYcamI	eka	tAdfSaH
tAdfS	S	nAma	napuMsaka	paYcamI	dvi	tAdfgByAm
tAdfS	S	nAma	napuMsaka	paYcamI	bahu	tAdfgByaH
tAdfS	S	nAma	napuMsaka	zazWI	eka	tAdfSaH
tAdfS	S	nAma	napuMsaka	zazWI	dvi	tAdfSoH
tAdfS	S	nAma	napuMsaka	zazWI	bahu	tAdfSAm
tAdfS	S	nAma	napuMsaka	saptamI	eka	tAdfSi
tAdfS	S	nAma	napuMsaka	saptamI	dvi	tAdfSoH
tAdfS	S	nAma	napuMsaka	saptamI	bahu	tAdfgzu
tAdfS	S	nAma	napuMsaka	samboDana	eka	tAdfk
tAdfS	S	nAma	napuMsaka	samboDana	dvi	tAdfSO
tAdfS	S	nAma	napuMsaka	samboDana	bahu	tAdfMSi
haviz	z	nAma	napuMsaka	praTamA	eka	haviH
haviz	z	nAma	napuMsaka	praTamA	dvi	havizI
haviz	z	nAma	napuMsaka	praTamA	bahu	havIMzi
haviz	z	nAma	napuMsaka	dvitIyA	eka	haviH
haviz	z	nAma	napuMsaka	dvitIyA	dvi	havizI
haviz	z	nAma	napuMsaka	dvitIyA	bahu	havIMzi
haviz	z	nAma	napuMsaka	tftIyA	eka	havizA
haviz	z	nAma	napuMsaka	tftIyA	dvi	havirByAm
haviz	z	nAma	napuMsaka	tftIyA	bahu	havirBiH
haviz	z	nAma	napuMsaka	caturTI	eka	havize
haviz	z	nAma	napuMsaka	caturTI	dvi	havirByAm
haviz	z	nAma	napuMsaka	caturTI	bahu	havirByaH
haviz	z	nAma	napuMsaka	paYcamI	eka	havizaH
haviz	z	nAma	napuMsaka	paYcamI	dvi	havirByAm
haviz	z	nAma	napuMsaka	paYcamI	bahu	havirByaH
haviz	z	nAma	napuMsaka	zazWI	eka	havizaH
