प्रातिपदिक	नामपद	लिङ्गम्	विभक्ति	वचनम्	रूपम्
तद्	सर्वनाम	स्त्री	प्रथमा	बहु	ताः
तद्	सर्वनाम	स्त्री	द्वितीया	एक	ताम्
तद्	सर्वनाम	स्त्री	द्वितीया	द्वि	ते
तद्	सर्वनाम	स्त्री	द्वितीया	बहु	ताः
तद्	सर्वनाम	स्त्री	तृतीया	एक	तया
तद्	सर्वनाम	स्त्री	तृतीया	द्वि	ताभ्याम्
तद्	सर्वनाम	स्त्री	तृतीया	बहु	ताभिः
तद्	सर्वनाम	स्त्री	चतुर्थी	एक	तस्यै
तद्	सर्वनाम	स्त्री	चतुर्थी	द्वि	ताभ्याम्
तद्	सर्वनाम	स्त्री	चतुर्थी	बहु	ताभ्यः
तद्	सर्वनाम	स्त्री	पञ्चमी	एक	तस्याः
तद्	सर्वनाम	स्त्री	पञ्चमी	द्वि	ताभ्याम्
तद्	सर्वनाम	स्त्री	पञ्चमी	बहु	ताभ्यः
तद्	सर्वनाम	स्त्री	षष्ठी	एक	तस्याः
तद्	सर्वनाम	स्त्री	षष्ठी	द्वि	तयोः
तद्	सर्वनाम	स्त्री	षष्ठी	बहु	तासाम्
तद्	सर्वनाम	स्त्री	सप्तमी	एक	तस्याम्
तद्	सर्वनाम	स्त्री	सप्तमी	द्वि	तयोः
तद्	सर्वनाम	स्त्री	सप्तमी	बहु	तासु
तद्	सर्वनाम	स्त्री	सम्बोधन	एक	
तद्	सर्वनाम	स्त्री	सम्बोधन	द्वि	
तद्	सर्वनाम	स्त्री	सम्बोधन	बहु	
एतद्	सर्वनाम	स्त्री	प्रथमा	एक	एषा
एतद्	सर्वनाम	स्त्री	प्रथमा	द्वि	एते
एतद्	सर्वनाम	स्त्री	प्रथमा	बहु	एताः
एतद्	सर्वनाम	स्त्री	द्वितीया	एक	एताम्
एतद्	सर्वनाम	स्त्री	द्वितीया	द्वि	एते
एतद्	सर्वनाम	स्त्री	द्वितीया	बहु	एताः
एतद्	सर्वनाम	स्त्री	तृतीया	एक	एतया
एतद्	सर्वनाम	स्त्री	तृतीया	द्वि	एताभ्याम्
एतद्	सर्वनाम	स्त्री	तृतीया	बहु	एताभिः
एतद्	सर्वनाम	स्त्री	चतुर्थी	एक	एतस्यै
एतद्	सर्वनाम	स्त्री	चतुर्थी	द्वि	एताभ्याम्
एतद्	सर्वनाम	स्त्री	चतुर्थी	बहु	एताभ्यः
एतद्	सर्वनाम	स्त्री	पञ्चमी	एक	एतस्याः
एतद्	सर्वनाम	स्त्री	पञ्चमी	द्वि	एताभ्याम्
एतद्	सर्वनाम	स्त्री	पञ्चमी	बहु	एताभ्यः
एतद्	सर्वनाम	स्त्री	षष्ठी	एक	एतस्याः
एतद्	सर्वनाम	स्त्री	षष्ठी	द्वि	एतयोः
एतद्	सर्वनाम	स्त्री	षष्ठी	बहु	एतासाम्
एतद्	सर्वनाम	स्त्री	सप्तमी	एक	एतस्याम्
एतद्	सर्वनाम	स्त्री	सप्तमी	द्वि	एतयोः
एतद्	सर्वनाम	स्त्री	सप्तमी	बहु	एतासु
एतद्	सर्वनाम	स्त्री	सम्बोधन	एक	
एतद्	सर्वनाम	स्त्री	सम्बोधन	द्वि	
एतद्	सर्वनाम	स्त्री	सम्बोधन	बहु	
इदम्	सर्वनाम	स्त्री	प्रथमा	एक	इयम्
इदम्	सर्वनाम	स्त्री	प्रथमा	द्वि	इमे
इदम्	सर्वनाम	स्त्री	प्रथमा	बहु	इमाः
इदम्	सर्वनाम	स्त्री	द्वितीया	एक	इमाम्-एनाम्
इदम्	सर्वनाम	स्त्री	द्वितीया	द्वि	इमे-एने
इदम्	सर्वनाम	स्त्री	द्वितीया	बहु	इमाः-एनाः
इदम्	सर्वनाम	स्त्री	तृतीया	एक	अनया-एनया
इदम्	सर्वनाम	स्त्री	तृतीया	द्वि	आभ्याम्
इदम्	सर्वनाम	स्त्री	तृतीया	बहु	आभिः
इदम्	सर्वनाम	स्त्री	चतुर्थी	एक	अस्यै
इदम्	सर्वनाम	स्त्री	चतुर्थी	द्वि	आभ्याम्
इदम्	सर्वनाम	स्त्री	चतुर्थी	बहु	आभ्यः
इदम्	सर्वनाम	स्त्री	पञ्चमी	एक	अस्याः
इदम्	सर्वनाम	स्त्री	पञ्चमी	द्वि	आभ्याम्
इदम्	सर्वनाम	स्त्री	पञ्चमी	बहु	आभ्यः
इदम्	सर्वनाम	स्त्री	षष्ठी	एक	अस्याः
इदम्	सर्वनाम	स्त्री	षष्ठी	द्वि	अनयोः-एनयोः
इदम्	सर्वनाम	स्त्री	षष्ठी	बहु	आसाम्
इदम्	सर्वनाम	स्त्री	सप्तमी	एक	अस्याम्
इदम्	सर्वनाम	स्त्री	सप्तमी	द्वि	अनयोः-एनयोः
इदम्	सर्वनाम	स्त्री	सप्तमी	बहु	आसु
इदम्	सर्वनाम	स्त्री	सम्बोधन	एक	
इदम्	सर्वनाम	स्त्री	सम्बोधन	द्वि	
इदम्	सर्वनाम	स्त्री	सम्बोधन	बहु	
अदस्	सर्वनाम	स्त्री	प्रथमा	एक	असौ
अदस्	सर्वनाम	स्त्री	प्रथमा	द्वि	अमू
अदस्	सर्वनाम	स्त्री	प्रथमा	बहु	अमूः
अदस्	सर्वनाम	स्त्री	द्वितीया	एक	अमूम्
अदस्	सर्वनाम	स्त्री	द्वितीया	द्वि	अमू
अदस्	सर्वनाम	स्त्री	द्वितीया	बहु	अमूः
अदस्	सर्वनाम	स्त्री	तृतीया	एक	अमुया
अदस्	सर्वनाम	स्त्री	तृतीया	द्वि	अमूभ्याम्
अदस्	सर्वनाम	स्त्री	तृतीया	बहु	अमूभिः
अदस्	सर्वनाम	स्त्री	चतुर्थी	एक	अमुष्यै
अदस्	सर्वनाम	स्त्री	चतुर्थी	द्वि	अमूभ्याम्
अदस्	सर्वनाम	स्त्री	चतुर्थी	बहु	अमूभ्यः
अदस्	सर्वनाम	स्त्री	पञ्चमी	एक	अमुष्याः
अदस्	सर्वनाम	स्त्री	पञ्चमी	द्वि	अमूभ्याम्
अदस्	सर्वनाम	स्त्री	पञ्चमी	बहु	अमूभ्यः
अदस्	सर्वनाम	स्त्री	षष्ठी	एक	अमुष्याः
अदस्	सर्वनाम	स्त्री	षष्ठी	द्वि	अमुयोः
अदस्	सर्वनाम	स्त्री	षष्ठी	बहु	अमूषाम्
अदस्	सर्वनाम	स्त्री	सप्तमी	एक	अमुष्याम्
अदस्	सर्वनाम	स्त्री	सप्तमी	द्वि	अमुयोः
अदस्	सर्वनाम	स्त्री	सप्तमी	बहु	अमूषु
अदस्	सर्वनाम	स्त्री	सम्बोधन	एक	
अदस्	सर्वनाम	स्त्री	सम्बोधन	द्वि	
अदस्	सर्वनाम	स्त्री	सम्बोधन	बहु	
किम्	सर्वनाम	स्त्री	प्रथमा	एक	का
किम्	सर्वनाम	स्त्री	प्रथमा	द्वि	के
किम्	सर्वनाम	स्त्री	प्रथमा	बहु	काः
किम्	सर्वनाम	स्त्री	द्वितीया	एक	काम्
किम्	सर्वनाम	स्त्री	द्वितीया	द्वि	के
किम्	सर्वनाम	स्त्री	द्वितीया	बहु	काः
किम्	सर्वनाम	स्त्री	तृतीया	एक	कया
किम्	सर्वनाम	स्त्री	तृतीया	द्वि	काभ्याम्
किम्	सर्वनाम	स्त्री	तृतीया	बहु	काभिः
किम्	सर्वनाम	स्त्री	चतुर्थी	एक	कस्यै
किम्	सर्वनाम	स्त्री	चतुर्थी	द्वि	काभ्याम्
किम्	सर्वनाम	स्त्री	चतुर्थी	बहु	काभ्यः
किम्	सर्वनाम	स्त्री	पञ्चमी	एक	कस्याः
किम्	सर्वनाम	स्त्री	पञ्चमी	द्वि	काभ्याम्
किम्	सर्वनाम	स्त्री	पञ्चमी	बहु	काभ्यः
किम्	सर्वनाम	स्त्री	षष्ठी	एक	कस्याः
किम्	सर्वनाम	स्त्री	षष्ठी	द्वि	कयोः
किम्	सर्वनाम	स्त्री	षष्ठी	बहु	कासाम्
किम्	सर्वनाम	स्त्री	सप्तमी	एक	कस्याम्
किम्	सर्वनाम	स्त्री	सप्तमी	द्वि	कयोः
किम्	सर्वनाम	स्त्री	सप्तमी	बहु	कासु
किम्	सर्वनाम	स्त्री	सम्बोधन	एक	
किम्	सर्वनाम	स्त्री	सम्बोधन	द्वि	
किम्	सर्वनाम	स्त्री	सम्बोधन	बहु	
यद्	सर्वनाम	स्त्री	प्रथमा	एक	या
यद्	सर्वनाम	स्त्री	प्रथमा	द्वि	ये
यद्	सर्वनाम	स्त्री	प्रथमा	बहु	याः
यद्	सर्वनाम	स्त्री	द्वितीया	एक	याम्
यद्	सर्वनाम	स्त्री	द्वितीया	द्वि	ये
यद्	सर्वनाम	स्त्री	द्वितीया	बहु	याः
यद्	सर्वनाम	स्त्री	तृतीया	एक	यया
यद्	सर्वनाम	स्त्री	तृतीया	द्वि	याभ्याम्
यद्	सर्वनाम	स्त्री	तृतीया	बहु	याभिः
यद्	सर्वनाम	स्त्री	चतुर्थी	एक	यस्यै
यद्	सर्वनाम	स्त्री	चतुर्थी	द्वि	याभ्याम्
यद्	सर्वनाम	स्त्री	चतुर्थी	बहु	याभ्यः
यद्	सर्वनाम	स्त्री	पञ्चमी	एक	यस्याः
यद्	सर्वनाम	स्त्री	पञ्चमी	द्वि	याभ्याम्
यद्	सर्वनाम	स्त्री	पञ्चमी	बहु	याभ्यः
यद्	सर्वनाम	स्त्री	षष्ठी	एक	यस्याः
यद्	सर्वनाम	स्त्री	षष्ठी	द्वि	ययोः
यद्	सर्वनाम	स्त्री	षष्ठी	बहु	यासाम्
यद्	सर्वनाम	स्त्री	सप्तमी	एक	यस्याम्
यद्	सर्वनाम	स्त्री	सप्तमी	द्वि	ययोः
यद्	सर्वनाम	स्त्री	सप्तमी	बहु	यासु
यद्	सर्वनाम	स्त्री	सम्बोधन	एक	
यद्	सर्वनाम	स्त्री	सम्बोधन	द्वि	
यद्	सर्वनाम	स्त्री	सम्बोधन	बहु	
सर्व	सर्वनाम	नपुंसक	प्रथमा	एक	सर्वम्
सर्व	सर्वनाम	नपुंसक	प्रथमा	द्वि	सर्वे
सर्व	सर्वनाम	नपुंसक	प्रथमा	बहु	सर्वाणि
सर्व	सर्वनाम	नपुंसक	द्वितीया	एक	सर्वम्
सर्व	सर्वनाम	नपुंसक	द्वितीया	द्वि	सर्वे
सर्व	सर्वनाम	नपुंसक	द्वितीया	बहु	सर्वाणि
सर्व	सर्वनाम	नपुंसक	तृतीया	एक	सर्वेण
सर्व	सर्वनाम	नपुंसक	तृतीया	द्वि	सर्वाभ्याम्
सर्व	सर्वनाम	नपुंसक	तृतीया	बहु	सर्वैः
सर्व	सर्वनाम	नपुंसक	चतुर्थी	एक	सर्वस्मै
सर्व	सर्वनाम	नपुंसक	चतुर्थी	द्वि	सर्वाभ्याम्
सर्व	सर्वनाम	नपुंसक	चतुर्थी	बहु	सर्वेभ्यः
सर्व	सर्वनाम	नपुंसक	पञ्चमी	एक	सर्वस्मात्
सर्व	सर्वनाम	नपुंसक	पञ्चमी	द्वि	सर्वाभ्याम्
सर्व	सर्वनाम	नपुंसक	पञ्चमी	बहु	सर्वेभ्यः
सर्व	सर्वनाम	नपुंसक	षष्ठी	एक	सर्वस्य
सर्व	सर्वनाम	नपुंसक	षष्ठी	द्वि	सर्वयोः
सर्व	सर्वनाम	नपुंसक	षष्ठी	बहु	सर्वेषाम्
सर्व	सर्वनाम	नपुंसक	सप्तमी	एक	सर्वस्मिन्
सर्व	सर्वनाम	नपुंसक	सप्तमी	द्वि	सर्वयोः
सर्व	सर्वनाम	नपुंसक	सप्तमी	बहु	सर्वेषु
सर्व	सर्वनाम	नपुंसक	सम्बोधन	एक	
सर्व	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
सर्व	सर्वनाम	नपुंसक	सम्बोधन	बहु	
पूर्व	सर्वनाम	नपुंसक	प्रथमा	एक	पूर्वम्
पूर्व	सर्वनाम	नपुंसक	प्रथमा	द्वि	पूर्वे
पूर्व	सर्वनाम	नपुंसक	प्रथमा	बहु	पूर्वाणि
पूर्व	सर्वनाम	नपुंसक	द्वितीया	एक	पूर्वम्
पूर्व	सर्वनाम	नपुंसक	द्वितीया	द्वि	पूर्वे
पूर्व	सर्वनाम	नपुंसक	द्वितीया	बहु	पूर्वाणि
पूर्व	सर्वनाम	नपुंसक	तृतीया	एक	पूर्वेण
पूर्व	सर्वनाम	नपुंसक	तृतीया	द्वि	पूर्वाभ्याम्
पूर्व	सर्वनाम	नपुंसक	तृतीया	बहु	पूर्वैः
पूर्व	सर्वनाम	नपुंसक	चतुर्थी	एक	पूर्वस्मै
पूर्व	सर्वनाम	नपुंसक	चतुर्थी	द्वि	पूराम्
पूर्व	सर्वनाम	नपुंसक	चतुर्थी	बहु	पूर्वेभ्यः
पूर्व	सर्वनाम	नपुंसक	पञ्चमी	एक	पूर्वस्मात्
पूर्व	सर्वनाम	नपुंसक	पञ्चमी	द्वि	पूराम्
पूर्व	सर्वनाम	नपुंसक	पञ्चमी	बहु	पूर्वेभ्यः
पूर्व	सर्वनाम	नपुंसक	षष्ठी	एक	पूर्वस्य
पूर्व	सर्वनाम	नपुंसक	षष्ठी	द्वि	पूर्वयोः
पूर्व	सर्वनाम	नपुंसक	षष्ठी	बहु	पूर्वेषाम्
पूर्व	सर्वनाम	नपुंसक	सप्तमी	एक	पूर्वस्मिन्
पूर्व	सर्वनाम	नपुंसक	सप्तमी	द्वि	पूर्वयोः
पूर्व	सर्वनाम	नपुंसक	सप्तमी	बहु	पूर्वेषु
पूर्व	सर्वनाम	नपुंसक	सम्बोधन	एक	
पूर्व	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
पूर्व	सर्वनाम	नपुंसक	सम्बोधन	बहु	
अन्य	सर्वनाम	नपुंसक	प्रथमा	एक	अन्यत्
अन्य	सर्वनाम	नपुंसक	प्रथमा	द्वि	अन्ये
अन्य	सर्वनाम	नपुंसक	प्रथमा	बहु	अन्यानि
अन्य	सर्वनाम	नपुंसक	द्वितीया	एक	अन्यत्
अन्य	सर्वनाम	नपुंसक	द्वितीया	द्वि	अन्ये
अन्य	सर्वनाम	नपुंसक	द्वितीया	बहु	अन्यानि
अन्य	सर्वनाम	नपुंसक	तृतीया	एक	अन्येन
अन्य	सर्वनाम	नपुंसक	तृतीया	द्वि	अन्याभ्याम्
अन्य	सर्वनाम	नपुंसक	तृतीया	बहु	अन्यैः
अन्य	सर्वनाम	नपुंसक	चतुर्थी	एक	अन्यस्मै
अन्य	सर्वनाम	नपुंसक	चतुर्थी	द्वि	अन्याभ्याम्
अन्य	सर्वनाम	नपुंसक	चतुर्थी	बहु	अन्येभ्यः
अन्य	सर्वनाम	नपुंसक	पञ्चमी	एक	अन्यस्मात्
अन्य	सर्वनाम	नपुंसक	पञ्चमी	द्वि	अन्याभ्याम्
अन्य	सर्वनाम	नपुंसक	पञ्चमी	बहु	अन्येभ्यः
अन्य	सर्वनाम	नपुंसक	षष्ठी	एक	अन्यस्य
अन्य	सर्वनाम	नपुंसक	षष्ठी	द्वि	अन्ययोः
अन्य	सर्वनाम	नपुंसक	षष्ठी	बहु	अन्येषाम्
अन्य	सर्वनाम	नपुंसक	सप्तमी	एक	अन्यस्मिन्
अन्य	सर्वनाम	नपुंसक	सप्तमी	द्वि	अन्ययोः
अन्य	सर्वनाम	नपुंसक	सप्तमी	बहु	अन्येषु
अन्य	सर्वनाम	नपुंसक	सम्बोधन	एक	
अन्य	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
अन्य	सर्वनाम	नपुंसक	सम्बोधन	बहु	
विश्व	सर्वनाम	नपुंसक	प्रथमा	एक	विश्वम्
विश्व	सर्वनाम	नपुंसक	प्रथमा	द्वि	विश्वे
विश्व	सर्वनाम	नपुंसक	प्रथमा	बहु	विश्वानि
विश्व	सर्वनाम	नपुंसक	द्वितीया	एक	विश्वम्
विश्व	सर्वनाम	नपुंसक	द्वितीया	द्वि	विश्वे
विश्व	सर्वनाम	नपुंसक	द्वितीया	बहु	विश्वानि
विश्व	सर्वनाम	नपुंसक	तृतीया	एक	विश्वेन
विश्व	सर्वनाम	नपुंसक	तृतीया	द्वि	विश्वाभ्याम्
विश्व	सर्वनाम	नपुंसक	तृतीया	बहु	विश्वैः
विश्व	सर्वनाम	नपुंसक	चतुर्थी	एक	विश्वस्मै
विश्व	सर्वनाम	नपुंसक	चतुर्थी	द्वि	विश्वाभ्याम्
विश्व	सर्वनाम	नपुंसक	चतुर्थी	बहु	विश्वेभ्यः
विश्व	सर्वनाम	नपुंसक	पञ्चमी	एक	विश्वस्मात्
विश्व	सर्वनाम	नपुंसक	पञ्चमी	द्वि	विश्वाभ्याम्
विश्व	सर्वनाम	नपुंसक	पञ्चमी	बहु	विश्वेभ्यः
विश्व	सर्वनाम	नपुंसक	षष्ठी	एक	विश्वस्य
विश्व	सर्वनाम	नपुंसक	षष्ठी	द्वि	विश्वयोः
विश्व	सर्वनाम	नपुंसक	षष्ठी	बहु	विश्वेषाम्
विश्व	सर्वनाम	नपुंसक	सप्तमी	एक	विश्वस्मिन्
विश्व	सर्वनाम	नपुंसक	सप्तमी	द्वि	विश्वयोः
विश्व	सर्वनाम	नपुंसक	सप्तमी	बहु	विश्वेषु
विश्व	सर्वनाम	नपुंसक	सम्बोधन	एक	
विश्व	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
विश्व	सर्वनाम	नपुंसक	सम्बोधन	बहु	
तद्	सर्वनाम	नपुंसक	प्रथमा	एक	तत्
तद्	सर्वनाम	नपुंसक	प्रथमा	द्वि	ते
तद्	सर्वनाम	नपुंसक	प्रथमा	बहु	तानि
तद्	सर्वनाम	नपुंसक	द्वितीया	एक	तत्
तद्	सर्वनाम	नपुंसक	द्वितीया	द्वि	ते
तद्	सर्वनाम	नपुंसक	द्वितीया	बहु	तानि
तद्	सर्वनाम	नपुंसक	तृतीया	एक	तेन
तद्	सर्वनाम	नपुंसक	तृतीया	द्वि	ताभ्याम्
तद्	सर्वनाम	नपुंसक	तृतीया	बहु	तैः
तद्	सर्वनाम	नपुंसक	चतुर्थी	एक	तस्मै
तद्	सर्वनाम	नपुंसक	चतुर्थी	द्वि	ताभ्याम्
तद्	सर्वनाम	नपुंसक	चतुर्थी	बहु	तेभ्यः
तद्	सर्वनाम	नपुंसक	पञ्चमी	एक	तस्मात्
तद्	सर्वनाम	नपुंसक	पञ्चमी	द्वि	ताभ्याम्
तद्	सर्वनाम	नपुंसक	पञ्चमी	बहु	तेभ्यः
तद्	सर्वनाम	नपुंसक	षष्ठी	एक	तस्य
तद्	सर्वनाम	नपुंसक	षष्ठी	द्वि	तयोः
तद्	सर्वनाम	नपुंसक	षष्ठी	बहु	तेषाम्
तद्	सर्वनाम	नपुंसक	सप्तमी	एक	तस्मिन्
तद्	सर्वनाम	नपुंसक	सप्तमी	द्वि	तयोः
तद्	सर्वनाम	नपुंसक	सप्तमी	बहु	तेषु
तद्	सर्वनाम	नपुंसक	सम्बोधन	एक	
तद्	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
तद्	सर्वनाम	नपुंसक	सम्बोधन	बहु	
एतद्	सर्वनाम	नपुंसक	प्रथमा	एक	एतत्
एतद्	सर्वनाम	नपुंसक	प्रथमा	द्वि	एते
एतद्	सर्वनाम	नपुंसक	प्रथमा	बहु	एतानि
एतद्	सर्वनाम	नपुंसक	द्वितीया	एक	एतत्
एतद्	सर्वनाम	नपुंसक	द्वितीया	द्वि	एते
एतद्	सर्वनाम	नपुंसक	द्वितीया	बहु	एतानि
एतद्	सर्वनाम	नपुंसक	तृतीया	एक	एतेन
एतद्	सर्वनाम	नपुंसक	तृतीया	द्वि	एताभ्याम्
एतद्	सर्वनाम	नपुंसक	तृतीया	बहु	एतैः
एतद्	सर्वनाम	नपुंसक	चतुर्थी	एक	एतस्मै
एतद्	सर्वनाम	नपुंसक	चतुर्थी	द्वि	एताभ्याम्
एतद्	सर्वनाम	नपुंसक	चतुर्थी	बहु	एतेभ्यः
एतद्	सर्वनाम	नपुंसक	पञ्चमी	एक	एतस्मात्
एतद्	सर्वनाम	नपुंसक	पञ्चमी	द्वि	एताभ्याम्
एतद्	सर्वनाम	नपुंसक	पञ्चमी	बहु	एतेभ्यः
एतद्	सर्वनाम	नपुंसक	षष्ठी	एक	एतस्य
एतद्	सर्वनाम	नपुंसक	षष्ठी	द्वि	एतयोः
एतद्	सर्वनाम	नपुंसक	षष्ठी	बहु	एतेषाम्
एतद्	सर्वनाम	नपुंसक	सप्तमी	एक	एतस्मिन्
एतद्	सर्वनाम	नपुंसक	सप्तमी	द्वि	एतयोः
एतद्	सर्वनाम	नपुंसक	सप्तमी	बहु	एतेषु
एतद्	सर्वनाम	नपुंसक	सम्बोधन	एक	
एतद्	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
एतद्	सर्वनाम	नपुंसक	सम्बोधन	बहु	
इदम्	सर्वनाम	नपुंसक	प्रथमा	एक	इदम्
इदम्	सर्वनाम	नपुंसक	प्रथमा	द्वि	इमे
इदम्	सर्वनाम	नपुंसक	प्रथमा	बहु	इमानि
इदम्	सर्वनाम	नपुंसक	द्वितीया	एक	इदम्-एनत्-एनद्
इदम्	सर्वनाम	नपुंसक	द्वितीया	द्वि	इमे-एने
इदम्	सर्वनाम	नपुंसक	द्वितीया	बहु	इमानि-एनानि
इदम्	सर्वनाम	नपुंसक	तृतीया	एक	अनेन-एनेन
इदम्	सर्वनाम	नपुंसक	तृतीया	द्वि	आभ्याम्
इदम्	सर्वनाम	नपुंसक	तृतीया	बहु	एभिः
इदम्	सर्वनाम	नपुंसक	चतुर्थी	एक	अस्मै
इदम्	सर्वनाम	नपुंसक	चतुर्थी	द्वि	आभ्याम्
इदम्	सर्वनाम	नपुंसक	चतुर्थी	बहु	एभ्यः
इदम्	सर्वनाम	नपुंसक	पञ्चमी	एक	अस्मात्
इदम्	सर्वनाम	नपुंसक	पञ्चमी	द्वि	आभ्याम्
इदम्	सर्वनाम	नपुंसक	पञ्चमी	बहु	एभ्यः
इदम्	सर्वनाम	नपुंसक	षष्ठी	एक	अस्य
इदम्	सर्वनाम	नपुंसक	षष्ठी	द्वि	अनयोः-एनयोः
इदम्	सर्वनाम	नपुंसक	षष्ठी	बहु	एषाम्
इदम्	सर्वनाम	नपुंसक	सप्तमी	एक	अस्मिन्
इदम्	सर्वनाम	नपुंसक	सप्तमी	द्वि	अनयोः-एनयोः
इदम्	सर्वनाम	नपुंसक	सप्तमी	बहु	एषु
इदम्	सर्वनाम	नपुंसक	सम्बोधन	एक	
इदम्	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
इदम्	सर्वनाम	नपुंसक	सम्बोधन	बहु	
अदस्	सर्वनाम	नपुंसक	प्रथमा	एक	अदः
अदस्	सर्वनाम	नपुंसक	प्रथमा	द्वि	अमू
अदस्	सर्वनाम	नपुंसक	प्रथमा	बहु	अमूनि
अदस्	सर्वनाम	नपुंसक	द्वितीया	एक	अदः
अदस्	सर्वनाम	नपुंसक	द्वितीया	द्वि	अमू
अदस्	सर्वनाम	नपुंसक	द्वितीया	बहु	अमूनि
अदस्	सर्वनाम	नपुंसक	तृतीया	एक	अमुना
अदस्	सर्वनाम	नपुंसक	तृतीया	द्वि	अमूभ्याम्
अदस्	सर्वनाम	नपुंसक	तृतीया	बहु	अमीभिः
अदस्	सर्वनाम	नपुंसक	चतुर्थी	एक	अमुष्मै
अदस्	सर्वनाम	नपुंसक	चतुर्थी	द्वि	अमूभ्याम्
अदस्	सर्वनाम	नपुंसक	चतुर्थी	बहु	अमीभ्यः
अदस्	सर्वनाम	नपुंसक	पञ्चमी	एक	अमुष्मात्
अदस्	सर्वनाम	नपुंसक	पञ्चमी	द्वि	अमूभ्याम्
अदस्	सर्वनाम	नपुंसक	पञ्चमी	बहु	अमीभ्यः
अदस्	सर्वनाम	नपुंसक	षष्ठी	एक	अमुष्य
अदस्	सर्वनाम	नपुंसक	षष्ठी	द्वि	अमुयोः
अदस्	सर्वनाम	नपुंसक	षष्ठी	बहु	अमीषाम्
अदस्	सर्वनाम	नपुंसक	सप्तमी	एक	अमुष्मिन्
अदस्	सर्वनाम	नपुंसक	सप्तमी	द्वि	अमुयोः
अदस्	सर्वनाम	नपुंसक	सप्तमी	बहु	अमीषु
अदस्	सर्वनाम	नपुंसक	सम्बोधन	एक	
अदस्	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
अदस्	सर्वनाम	नपुंसक	सम्बोधन	बहु	
किम्	सर्वनाम	नपुंसक	प्रथमा	एक	किम्
किम्	सर्वनाम	नपुंसक	प्रथमा	द्वि	के
किम्	सर्वनाम	नपुंसक	प्रथमा	बहु	कानि
किम्	सर्वनाम	नपुंसक	द्वितीया	एक	किम्
किम्	सर्वनाम	नपुंसक	द्वितीया	द्वि	के
किम्	सर्वनाम	नपुंसक	द्वितीया	बहु	कानि
किम्	सर्वनाम	नपुंसक	तृतीया	एक	केन
किम्	सर्वनाम	नपुंसक	तृतीया	द्वि	काभ्याम्
किम्	सर्वनाम	नपुंसक	तृतीया	बहु	कैः
किम्	सर्वनाम	नपुंसक	चतुर्थी	एक	कस्मै
किम्	सर्वनाम	नपुंसक	चतुर्थी	द्वि	काभ्याम्
किम्	सर्वनाम	नपुंसक	चतुर्थी	बहु	केभ्यः
किम्	सर्वनाम	नपुंसक	पञ्चमी	एक	कस्मात्
किम्	सर्वनाम	नपुंसक	पञ्चमी	द्वि	काभ्याम्
किम्	सर्वनाम	नपुंसक	पञ्चमी	बहु	केभ्यः
किम्	सर्वनाम	नपुंसक	षष्ठी	एक	कस्य
किम्	सर्वनाम	नपुंसक	षष्ठी	द्वि	कयोः
किम्	सर्वनाम	नपुंसक	षष्ठी	बहु	केषाम्
किम्	सर्वनाम	नपुंसक	सप्तमी	एक	कस्मिन्
किम्	सर्वनाम	नपुंसक	सप्तमी	द्वि	कयोः
किम्	सर्वनाम	नपुंसक	सप्तमी	बहु	केषु
किम्	सर्वनाम	नपुंसक	सम्बोधन	एक	
किम्	सर्वनाम	नपुंसक	सम्बोधन	द्वि	
किम्	सर्वनाम	नपुंसक	सम्बोधन	बहु	
यद्	सर्वनाम	नपुंसक	प्रथमा	एक	यत्
यद्	सर्वनाम	नपुंसक	प्रथमा	द्वि	ये
यद्	सर्वनाम	नपुंसक	प्रथमा	बहु	यानि
यद्	सर्वनाम	नपुंसक	द्वितीया	एक	यत्
यद्	सर्वनाम	नपुंसक	द्वितीया	द्वि	ये
यद्	सर्वनाम	नपुंसक	द्वितीया	बहु	यानि
यद्	सर्वनाम	नपुंसक	तृतीया	एक	येन
यद्	सर्वनाम	नपुंसक	तृतीया	द्वि	याभ्याम्
यद्	सर्वनाम	नपुंसक	तृतीया	बहु	यैः
यद्	सर्वनाम	नपुंसक	चतुर्थी	एक	यस्मै
यद्	सर्वनाम	नपुंसक	चतुर्थी	द्वि	याभ्याम्
यद्	सर्वनाम	नपुंसक	चतुर्थी	बहु	येभ्यः
यद्	सर्वनाम	नपुंसक	पञ्चमी	एक	यस्मात्
यद्	सर्वनाम	नपुंसक	पञ्चमी	द्वि	याभ्याम्
यद्	सर्वनाम	नपुंसक	पञ्चमी	बहु	येभ्यः
यद्	सर्वनाम	नपुंसक	षष्ठी	एक	यस्य
यद्	सर्वनाम	नपुंसक	षष्ठी	द्वि	ययोः
यद्	सर्वनाम	नपुंसक	षष्ठी	बहु	येषाम्
यद्	सर्वनाम	नपुंसक	सप्तमी	एक	यस्मिन्
यद्	सर्वनाम	नपुंसक	सप्तमी	द्वि	ययोः
यद्	सर्वनाम	नपुंसक	सप्तमी	बहु	येषु
यद्	सर्वनाम	नपुंसक	सम्बोधन	एक	
