अ	राम	पुं
इ 	हरि	पुं
उ	गुरु	पुं
ऋ	पितृ	पुं
ऐ	रै	पुं
ओ	गो	पुं
औ	ग्लौ	पुं
चकारान्त	पयोमुच्	पुं
ज्	वणिज्	पुं
त्	मरुत्	पुं
द्	सुहृत्	पुं
ध्	बुध्	पुं
न्	आत्मन् 	पुं
श्	तादृश्	पुं
स्	चन्द्रमस्	पुं
ह्	अनडुह्	पुं
तृच्	कर्तृ	पुं
अत्	भवत्	पुं
इन्	करिन्	पुं
वत्	भगवत्	पुं
मत्	धीमत्	पुं
वस्	विद्वस्	पुं
ईयस्	श्रेयस्	पुं
आ	विश्वपा	पुं
ई	ग्रामणी	पुं
ऊ	स्वभू	पुं
आ	रमा	स्त्री
इ	मति	स्त्री
ई	नदी	स्त्री
उ	धेनु	स्त्री
ऊ	वधू	स्त्री
ऋ	स्वसृ	स्त्री
ऐ	रै	स्त्री
ओ	गो	स्त्री
औ	नौ	स्त्री
च्	वाच्	स्त्री
ज्	स्रज्	स्त्री
त्	सरित्	स्त्री
द्	आपद्	स्त्री
ध्	समिध्	स्त्री
न्	सीमन्	स्त्री
प्	अप्	स्त्री
भ्	ककुभ्	स्त्री
र्	गिर्	स्त्री
व्	दिव्	स्त्री
श्	दिश्	स्त्री
ष्	प्रावृट्	स्त्री
स्	भास्	स्त्री
ह्	उपानह्	स्त्री
अ	फल	नपुं
इ 	वारि	नपुं
उ	मधु	नपुं
ऋ	दातृ	नपुं
च्	सुवाच्	नपुं
ज्	असृज्	नपुं
त्	जगत्	नपुं
द्	तुदत्	नपुं
न्	नामन्	नपुं
श्	तादृश्	नपुं
ष्	हविष्	नपुं
स्	मनस्	नपुं
ह्	अम्भोरुह्	नपुं
